Unnamed: 0,Recording_S3_LocationLink,Streamable_S3_Key,Recordings,brightness,bp.Conventions (from Recordings),s3-key,audio_path
615,https://betterproblems-production-originals.s3.amazonaws.com/17150864_Damas_Sama_Librarian_160426_qt.wav,gYiHf3fthogYacdCj4enfmjdemf5gdcd.mp3,Librarian (Original),4,"Cinematic,Drama,Magic & Fantasy",17150864_Damas_Sama_Librarian_160426_qt.wav,data/audio/17150864_Damas_Sama_Librarian_160426_qt.wav
617,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Carwash_OhYeahh_LS_141010_qt-01.wav,dhfMatdeeShyd5cchzgOhRfPiUaVeT.mp3,Oh Yeahh (Original),4,"Swagger,Cars,Comedy,Whimsical & Quirky",AFSP_Carwash_OhYeahh_LS_141010_qt-01.wav,data/audio/AFSP_Carwash_OhYeahh_LS_141010_qt-01.wav
618,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_BurguerKing_Mafioso_Salvatore_150116_qt_VN.wav,cdbvaqjqefdlcahDbOc2jOgAa5c6iIh9.mp3,Salvatore (Orchestral version),4,"Cinematic,Drama,Trailer,Western,Adventure",AFSP_BurguerKing_Mafioso_Salvatore_150116_qt_VN.wav,data/audio/AFSP_BurguerKing_Mafioso_Salvatore_150116_qt_VN.wav
619,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_100Querer_CarangueijoDub_140524_qt_VN.wav,dKeOiKhifOawe3aIaygsaed5iljgalhM.mp3,Carangueijo Dub (Original),4,"Sports,Whimsical & Quirky",AFSP_100Querer_CarangueijoDub_140524_qt_VN.wav,data/audio/AFSP_100Querer_CarangueijoDub_140524_qt_VN.wav
620,https://betterproblems-production-originals.s3.amazonaws.com/Showtime_AudioRefresh_Equator_Original_220207_C_97_4-4_JH_NXT.wav,cEa1bucihOcLaHgOjMfTfMa9hweAij.mp3,Equator (Original),4,Drama,Showtime_AudioRefresh_Equator_Original_220207_C_97_4-4_JH_NXT.wav,data/audio/Showtime_AudioRefresh_Equator_Original_220207_C_97_4-4_JH_NXT.wav
621,https://betterproblems-production-originals.s3.amazonaws.com/306_Antfood_Ulsichar.wav,cOi8f4hti7ftjifZj5aDjsgLbCcxdObE.mp3,Ulsichar (Original),4,"Magic & Fantasy,Sci-Fi,Horror,Cinematic",306_Antfood_Ulsichar.wav,data/audio/306_Antfood_Ulsichar.wav
622,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_CLOSEUP_NaoJulgue_MysteryFox_160518_qt_VN.wav,e9iXcgg8gicHjRi4ikeRbggGfOhecqbs.mp3,Mystery Fox (Original),4,Cars,AFSP_CLOSEUP_NaoJulgue_MysteryFox_160518_qt_VN.wav,data/audio/AFSP_CLOSEUP_NaoJulgue_MysteryFox_160518_qt_VN.wav
623,https://betterproblems-production-originals.s3.amazonaws.com/Lululemon_WhiteSpace_Goenka_191217_E_103.wav,hoeyaxfjj4aEdNe3ftcyfucBiNfhcHiM.mp3,Goenka (Original),4,"Music as Background,Fashion,Technology",Lululemon_WhiteSpace_Goenka_191217_E_103.wav,data/audio/Lululemon_WhiteSpace_Goenka_191217_E_103.wav
624,https://betterproblems-production-originals.s3.amazonaws.com/Cadillac_ImersiveExperience_FinishLine_Original_220302_G_122_4-4_JH_NXT.wav,f2jlcHjvfofTeYhScJjEcWhbgmh1i3eA.mp3,Finish Line (Original),4,"Technology,Health & Beauty",Cadillac_ImersiveExperience_FinishLine_Original_220302_G_122_4-4_JH_NXT.wav,data/audio/Cadillac_ImersiveExperience_FinishLine_Original_220302_G_122_4-4_JH_NXT.wav
627,https://betterproblems-production-originals.s3.amazonaws.com/FB_Portal_AMRoutine_WorldIsRound_200804_Am_120_BE.wav,hKiWdcacj5bPjRakcoeyegfucceHd9aG.mp3,World is Round (Original),4,Babies,FB_Portal_AMRoutine_WorldIsRound_200804_Am_120_BE.wav,data/audio/FB_Portal_AMRoutine_WorldIsRound_200804_Am_120_BE.wav
628,https://betterproblems-production-originals.s3.amazonaws.com/Corelogic_Keynote_TheTravellerInside_ExtendedVersion_230725_C_120_4-4_JH_NXT.wav,ezgEamgPjcbkddimipilbJeZhPgkagdJ.mp3,The Traveller Inside (Extended Version),4,"Tugging on Heartstrings,Cinematic,Pharma",Corelogic_Keynote_TheTravellerInside_ExtendedVersion_230725_C_120_4-4_JH_NXT.wav,data/audio/Corelogic_Keynote_TheTravellerInside_ExtendedVersion_230725_C_120_4-4_JH_NXT.wav
629,https://betterproblems-production-originals.s3.amazonaws.com/Github_UniverseOctober2021_AshenGloe_Original_211105_Bbm_120_4-4_BE_NXT.wav,g2eAjIaahIbQgfdgeWaGbIj3aNa2iMi4.mp3,Ashen Gloe (Original),4,"Swagger,Fashion,Health & Beauty,Technology",Github_UniverseOctober2021_AshenGloe_Original_211105_Bbm_120_4-4_BE_NXT.wav,data/audio/Github_UniverseOctober2021_AshenGloe_Original_211105_Bbm_120_4-4_BE_NXT.wav
630,https://betterproblems-production-originals.s3.amazonaws.com/NewYorker_TNYF2021_HopTheTurnstyle_45s_211022_E_134_4-4_DH.wav,fVhtdziocMdbeHazajb5jVb8cEioaqcJ.mp3,Hop The Turnstile (Original 45s),4,"Spy,Cinematic",NewYorker_TNYF2021_HopTheTurnstyle_45s_211022_E_134_4-4_DH.wav,data/audio/NewYorker_TNYF2021_HopTheTurnstyle_45s_211022_E_134_4-4_DH.wav
631,https://betterproblems-production-originals.s3.amazonaws.com/17151116_GoogleX_TheMoonshotFactory_TheGrandTour_MUS_170428_qt.wav,eChOeZgyjua7jZgOd8eRfKencLhVegcu.mp3,The Grand Tour (Original),4,"Swagger,Technology",17151116_GoogleX_TheMoonshotFactory_TheGrandTour_MUS_170428_qt.wav,data/audio/17151116_GoogleX_TheMoonshotFactory_TheGrandTour_MUS_170428_qt.wav
632,https://betterproblems-production-originals.s3.amazonaws.com/261_Antfood_Stomp.wav,enePe8eeitaseRbndZhFdhgMdigyhDj5.mp3,Stomp (A),4,"Sports,Cars,Fashion,Epic Heroes,Swagger,Chase & Action",261_Antfood_Stomp.wav,data/audio/261_Antfood_Stomp.wav
633,https://betterproblems-production-originals.s3.amazonaws.com/KARST_ImperviousToLiquid_Ion_Original_220727_C_120_4-4_CVV_NXT.wav,emcmhgdvczdwctiYaWdKggcphqf6bKbx.mp3,Ion (Original),4,"Music as Background,Cinematic",KARST_ImperviousToLiquid_Ion_Original_220727_C_120_4-4_CVV_NXT.wav,data/audio/KARST_ImperviousToLiquid_Ion_Original_220727_C_120_4-4_CVV_NXT.wav
634,https://betterproblems-production-originals.s3.amazonaws.com/17151316_MountainDew_Refreshing_ThirstBurst_170829_LIBRARY_YE.wav,cdc4f3bRdkbFgPhmeIcHb2iJf2d2daex.mp3,Thirst Burst (Original),4,"Sports,Cars,Swagger,Chase & Action",17151316_MountainDew_Refreshing_ThirstBurst_170829_LIBRARY_YE.wav,data/audio/17151316_MountainDew_Refreshing_ThirstBurst_170829_LIBRARY_YE.wav
637,https://betterproblems-production-originals.s3.amazonaws.com/Microsoft_SVFeatures_KineticTheory_Original_211108_Dbm_84_4-4_YE_SpliceSamples.wav,dtjccha2aAbpcrfriNjyaqcofJhggHa6.mp3,Kinetic Theory (Original),4,Swagger,Microsoft_SVFeatures_KineticTheory_Original_211108_Dbm_84_4-4_YE_SpliceSamples.wav,data/audio/Microsoft_SVFeatures_KineticTheory_Original_211108_Dbm_84_4-4_YE_SpliceSamples.wav
639,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_PASSARELA_Toques_FastLama_TM_140723_qt.wav,gie4iqbBbsdpecfpaSjybIhncmgchI.mp3,Fast Lama (Original),4,"Swagger,Fashion",AFSP_PASSARELA_Toques_FastLama_TM_140723_qt.wav,data/audio/AFSP_PASSARELA_Toques_FastLama_TM_140723_qt.wav
640,https://betterproblems-production-originals.s3.amazonaws.com/Meta_ItsWorld_MoovinMe_Original_230707_Abm_125_4-4_MK_NXT.wav,d4bGhKaxgYfRjhcAi7dKiMcsh5gScYbo.mp3,Moovin Me (Original),4,Nightlife & Alcohol,Meta_ItsWorld_MoovinMe_Original_230707_Abm_125_4-4_MK_NXT.wav,data/audio/Meta_ItsWorld_MoovinMe_Original_230707_Abm_125_4-4_MK_NXT.wav
641,https://betterproblems-production-originals.s3.amazonaws.com/GORDONS_LancamentoAMPM_Solar_LB_Gm_4_4_128bpm_210906_qt.wav,jhicgqemgEavaHhyiZgDcSiNjZgBgt.mp3,Solar (Original),4,"Swagger,Fashion",GORDONS_LancamentoAMPM_Solar_LB_Gm_4_4_128bpm_210906_qt.wav,data/audio/GORDONS_LancamentoAMPM_Solar_LB_Gm_4_4_128bpm_210906_qt.wav
643,https://betterproblems-production-originals.s3.amazonaws.com/19-3042_LIC_IFOOD_Interprograma2_Varejo_BeachBum_LB_190807_qt.wav,hxhpaEb3c3bSficGhgeXhrjihvifciav.mp3,Beach Bum (Original),4,"Swagger,Technology,Fashion,Sports",19-3042_LIC_IFOOD_Interprograma2_Varejo_BeachBum_LB_190807_qt.wav,data/audio/19-3042_LIC_IFOOD_Interprograma2_Varejo_BeachBum_LB_190807_qt.wav
644,https://betterproblems-production-originals.s3.amazonaws.com/BP_SpeakeasyCellars_LojackStala_AnalogMixStudio_230608_Dm_145_4-4_WB_StefanZeniuk-Taragato.wav,bnhajggPfzfydfhIiFhPe6eNh7iyjoaN.mp3,Lojack Stala (Analog Mix Studio),5,"Whimsical & Quirky,Carnaval,Adventure",BP_SpeakeasyCellars_LojackStala_AnalogMixStudio_230608_Dm_145_4-4_WB_StefanZeniuk-Taragato.wav,data/audio/BP_SpeakeasyCellars_LojackStala_AnalogMixStudio_230608_Dm_145_4-4_WB_StefanZeniuk-Taragato.wav
646,https://betterproblems-production-originals.s3.amazonaws.com/393_Antfood_USAToday.wav,iIibijfPiSbQe5f6dwcnblitbsini1dN.mp3,USA Today (Original),5,Babies,393_Antfood_USAToday.wav,data/audio/393_Antfood_USAToday.wav
647,https://betterproblems-production-originals.s3.amazonaws.com/Nike_TimeCapsule_TonguesAndStreets_190301.1_LIB_WB_104_Cm.wav,cscbeuj9buiDjLeMiCazeXbqeKbkdnhO.mp3,Tongues And Streets (Original),5,"Sports,Swagger",Nike_TimeCapsule_TonguesAndStreets_190301.1_LIB_WB_104_Cm.wav,data/audio/Nike_TimeCapsule_TonguesAndStreets_190301.1_LIB_WB_104_Cm.wav
648,https://betterproblems-production-originals.s3.amazonaws.com/StarbucksXUberEats_Holiday_Shacksberry_201204_Dm_100_BE.wav,icjWjdb1hhj3dpabaXgeh8dEacaGedhv.mp3,Shacksberry (Original),5,"Music as Background,Swagger,Fashion",StarbucksXUberEats_Holiday_Shacksberry_201204_Dm_100_BE.wav,data/audio/StarbucksXUberEats_Holiday_Shacksberry_201204_Dm_100_BE.wav
649,https://betterproblems-production-originals.s3.amazonaws.com/17151410_Panera_Devour_Spinach_150508_qt.wav,fbjIdsedczjEckdzgKhbfvj5bWjSb5.mp3,Spinach (Original),5,"Kids,Pharma",17151410_Panera_Devour_Spinach_150508_qt.wav,data/audio/17151410_Panera_Devour_Spinach_150508_qt.wav
650,https://betterproblems-production-originals.s3.amazonaws.com/17150850_Corian_Polymer_SynthBass_170717_LIBRARY_SC.wav,iVhXgIaubGaEfOd9jtcWhxgwe7jMbb.mp3,Polymer (Synth Bass),5,"Swagger,Cars,Sports",17150850_Corian_Polymer_SynthBass_170717_LIBRARY_SC.wav,data/audio/17150850_Corian_Polymer_SynthBass_170717_LIBRARY_SC.wav
651,https://betterproblems-production-originals.s3.amazonaws.com/130_Antfood_DoctorPants.wav,cMjDh7hahDgndOiEd3cWardVgQfsjdjp.mp3,Doctor Pants (Original),5,"Sports,Cars,Technology,Swagger,Spy",130_Antfood_DoctorPants.wav,data/audio/130_Antfood_DoctorPants.wav
652,https://betterproblems-production-originals.s3.amazonaws.com/17150929_Facebook_Groups_HeadNotes_Op1_MUS_160422_qt.wav,fEaUbGhVa6dGjGigeLfziUaJi8bacbdI.mp3,Felt Friends (Original),5,"Kids,Whimsical & Quirky",17150929_Facebook_Groups_HeadNotes_Op1_MUS_160422_qt.wav,data/audio/17150929_Facebook_Groups_HeadNotes_Op1_MUS_160422_qt.wav
653,https://betterproblems-production-originals.s3.amazonaws.com/NorthernTrust_Unstuck_FutureComfort_200824_C_114_YE.wav,f7dZescfdpd5h7cCa5cafqizi1awgXeW.mp3,Future Comfort (Original),5,"Magic & Fantasy,Epic Heroes,Adventure",NorthernTrust_Unstuck_FutureComfort_200824_C_114_YE.wav,data/audio/NorthernTrust_Unstuck_FutureComfort_200824_C_114_YE.wav
654,https://betterproblems-production-originals.s3.amazonaws.com/Fanduel_MatchUp_ParlayParty_FunkyGoodTime_220921_C_87_4-4_ATLSii_NXT.wav,gUaShIcAa8fZddi2a5cicmaxhhekecc5.mp3,Parlay Party (Funky Good Time),5,Health & Beauty,Fanduel_MatchUp_ParlayParty_FunkyGoodTime_220921_C_87_4-4_ATLSii_NXT.wav,data/audio/Fanduel_MatchUp_ParlayParty_FunkyGoodTime_220921_C_87_4-4_ATLSii_NXT.wav
655,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_TAM_Encontros_SheSaid_LS_141120_qt.wav,hYgPjSceePgqgueOgmhMdAgniog8dA.mp3,She Said (Original),5,"Babies,Cinematic",AFSP_TAM_Encontros_SheSaid_LS_141120_qt.wav,data/audio/AFSP_TAM_Encontros_SheSaid_LS_141120_qt.wav
656,https://betterproblems-production-originals.s3.amazonaws.com/123_Antfood_DirtyParty.wav,csd3dXbRdyhUbTaafaagfgi7gkcrenjH.mp3,Dirty Party (Original),5,"Cars,Cinematic,Drama,Spy,Whimsical & Quirky",123_Antfood_DirtyParty.wav,data/audio/123_Antfood_DirtyParty.wav
657,https://betterproblems-production-originals.s3.amazonaws.com/Tepro_Sunglasses_PerspectiveShift_Original_210405_E_98_4-4_DH_NXT.wav,b2ibakaqjMhddkhgjqbXgqfNe9aOeLcY.mp3,Perspective Shift (Original),5,"Whimsical & Quirky,Technology",Tepro_Sunglasses_PerspectiveShift_Original_210405_E_98_4-4_DH_NXT.wav,data/audio/Tepro_Sunglasses_PerspectiveShift_Original_210405_E_98_4-4_DH_NXT.wav
658,https://betterproblems-production-originals.s3.amazonaws.com/Ford_Driver_InspirationStation_Original_230331_F_100_4-4_LHS_NXT.wav,hliLfajsavaba1hKhudxckgXidiodOci.mp3,Inspiration Station (Original),5,"Cars,Tugging on Heartstrings",Ford_Driver_InspirationStation_Original_230331_F_100_4-4_LHS_NXT.wav,data/audio/Ford_Driver_InspirationStation_Original_230331_F_100_4-4_LHS_NXT.wav
659,https://betterproblems-production-originals.s3.amazonaws.com/MailChimp_BigBang_Tools_Neptune_180921_LB_SC.wav,hBjebLaxgqhIeJcka1hmebh3d2bEgTck.mp3,Neptune (Original),5,"Whimsical & Quirky,Kids",MailChimp_BigBang_Tools_Neptune_180921_LB_SC.wav,data/audio/MailChimp_BigBang_Tools_Neptune_180921_LB_SC.wav
660,https://betterproblems-production-originals.s3.amazonaws.com/17151449_PF_TCells_Hottt_160401_qt.wav,ingvdlcUeLcngDaQi9ctapgShXj1dpiJ.mp3,Hottt (Chill Version),5,Swagger,17151449_PF_TCells_Hottt_160401_qt.wav,data/audio/17151449_PF_TCells_Hottt_160401_qt.wav
661,https://betterproblems-production-originals.s3.amazonaws.com/17151040_Google_Dots_BouncyCastle_151027_qt.wav,iYjscejxaXi8cGgigwdMijisdmjtgDi5.mp3,Bouncy Castle (Original),5,"Kids,Whimsical & Quirky,Technology",17151040_Google_Dots_BouncyCastle_151027_qt.wav,data/audio/17151040_Google_Dots_BouncyCastle_151027_qt.wav
662,https://betterproblems-production-originals.s3.amazonaws.com/17151469_Samsung_MUS_TheBridge_151124_qt.wav,dpadeTgqdya5ilbLjHaahad2bRbmjGad.mp3,The Bridge (Piano),5,Babies,17151469_Samsung_MUS_TheBridge_151124_qt.wav,data/audio/17151469_Samsung_MUS_TheBridge_151124_qt.wav
663,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_ITAIPAVA_Prodigo_AnotherTrip_LS_141203_qt_VN.wav,fYfZivaejrcCbSinaud2bngOckif.mp3,Another Trip (Vignete),5,"Sports,Cars,Chase & Action",AFSP_ITAIPAVA_Prodigo_AnotherTrip_LS_141203_qt_VN.wav,data/audio/AFSP_ITAIPAVA_Prodigo_AnotherTrip_LS_141203_qt_VN.wav
664,https://betterproblems-production-originals.s3.amazonaws.com/Instagram_Parents_QuirkyPizzy_LIB_LB.wav,bFgdbTcfefjUimiua9ajiSj1bagxjKeq.mp3,Quirky Pizzy (Original),5,Cinematic,Instagram_Parents_QuirkyPizzy_LIB_LB.wav,data/audio/Instagram_Parents_QuirkyPizzy_LIB_LB.wav
666,https://betterproblems-production-originals.s3.amazonaws.com/Appleton_SignatureBlend_Sorrel_Vox_190212_Am_90_WB.wav,e5j2gwdhdfe7aedTgfj3fmevjscgeOfH.mp3,Sorrel (Vocals),5,Swagger,Appleton_SignatureBlend_Sorrel_Vox_190212_Am_90_WB.wav,data/audio/Appleton_SignatureBlend_Sorrel_Vox_190212_Am_90_WB.wav
667,https://betterproblems-production-originals.s3.amazonaws.com/17151274_Massy_Uncomplicate_Steel_140606_qt.wav,ctj8cegNhJaBbKhljYbKaOecabgfg8gD.mp3,Steel (Original),5,Beach & Summer,17151274_Massy_Uncomplicate_Steel_140606_qt.wav,data/audio/17151274_Massy_Uncomplicate_Steel_140606_qt.wav
668,https://betterproblems-production-originals.s3.amazonaws.com/BPCollections_AnalogOnda_Dapp_ExtendedMix_230215_C_112_4-4_DH_NXT.wav,iZgEhqdMdegreVeGdDd3d9dNbpdQaGdg.mp3,Dapp (Extended Mix),5,Swagger,BPCollections_AnalogOnda_Dapp_ExtendedMix_230215_C_112_4-4_DH_NXT.wav,data/audio/BPCollections_AnalogOnda_Dapp_ExtendedMix_230215_C_112_4-4_DH_NXT.wav
669,https://betterproblems-production-originals.s3.amazonaws.com/Magnolia_Card_Interoception_Original_211217_D_86_4-4_YE_NXT.wav,cAbUaUibdmcje9hecrfzbljwiufianbK.mp3,Interoception (Original),5,Technology,Magnolia_Card_Interoception_Original_211217_D_86_4-4_YE_NXT.wav,data/audio/Magnolia_Card_Interoception_Original_211217_D_86_4-4_YE_NXT.wav
670,https://betterproblems-production-originals.s3.amazonaws.com/Paypal_DigitalWallet_PopMusic_Original_220601_D_87_4-4_RW_NXT.wav,hTfpjHh1hyfXiph7hzdDc8bYhlgrf2ei.mp3,Pop Music (Long Edit),5,"Whimsical & Quirky,Technology,Case Study",Paypal_DigitalWallet_PopMusic_Original_220601_D_87_4-4_RW_NXT.wav,data/audio/Paypal_DigitalWallet_PopMusic_Original_220601_D_87_4-4_RW_NXT.wav
671,https://betterproblems-production-originals.s3.amazonaws.com/17151263_MailChimp_KaleLimp_Floabuola_ALT_MUS_170106_qt.wav,behkdObQcjcddIhsiMjFj8jCcheGgbfI.mp3,Floabuola (Goof Bass),5,"Comedy,Technology,Whimsical & Quirky,Magic & Fantasy,Kids,Sci-Fi",17151263_MailChimp_KaleLimp_Floabuola_ALT_MUS_170106_qt.wav,data/audio/17151263_MailChimp_KaleLimp_Floabuola_ALT_MUS_170106_qt.wav
672,https://betterproblems-production-originals.s3.amazonaws.com/Biotene_BLT_Sortie_191218_C_75_PC_ATEdit_220121.wav,bIaMcYd5fleGfyeGe3c2jmcqhmiKiBbw.mp3,Sortie (Original),5,"Case Study,Pharma",Biotene_BLT_Sortie_191218_C_75_PC_ATEdit_220121.wav,data/audio/Biotene_BLT_Sortie_191218_C_75_PC_ATEdit_220121.wav
674,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Equilibri_Sleepwalker_Long_LS_170807_qt.wav,itijaHbphei7aoiwb9i5bSj9bndkhHgJ.mp3,Sleepwalker (Original),5,Fashion,AFSP_Equilibri_Sleepwalker_Long_LS_170807_qt.wav,data/audio/AFSP_Equilibri_Sleepwalker_Long_LS_170807_qt.wav
675,https://betterproblems-production-originals.s3.amazonaws.com/Casper_Wave_Shovels_181210_LIB_BE.wav,c8gTjoc4dncahIfsdGdSiIb5fpaBe7id.mp3,Shovels (Original),5,"Kids,Magic & Fantasy",Casper_Wave_Shovels_181210_LIB_BE.wav,data/audio/Casper_Wave_Shovels_181210_LIB_BE.wav
676,https://betterproblems-production-originals.s3.amazonaws.com/VanityFair_Reflections_NewBlue_190111_D_115_DH.wav,b1aFd8cFjKgRb5bOekczgAfGbueUaKiy.mp3,New Blue (Original),5,"Music as Background,Swagger,Fashion,Health & Beauty",VanityFair_Reflections_NewBlue_190111_D_115_DH.wav,data/audio/VanityFair_Reflections_NewBlue_190111_D_115_DH.wav
678,https://betterproblems-production-originals.s3.amazonaws.com/BRDistribuidora_PostoPosto2021_BaiaoRetado_Original_210622_G_96bpm_4_4_VN_LB.wav,iagQeLcCh5dcgtbshegtcYdjawaWeh.mp3,Baiao Retado (Original),5,"Health & Beauty,Kids,Magic & Fantasy",BRDistribuidora_PostoPosto2021_BaiaoRetado_Original_210622_G_96bpm_4_4_VN_LB.wav,data/audio/BRDistribuidora_PostoPosto2021_BaiaoRetado_Original_210622_G_96bpm_4_4_VN_LB.wav
679,https://betterproblems-production-originals.s3.amazonaws.com/195_Antfood_Rye.wav,dNejcRaMfUjnfvhValdraOgMfnfhieew.mp3,Rye (Original),5,Babies,195_Antfood_Rye.wav,data/audio/195_Antfood_Rye.wav
680,https://betterproblems-production-originals.s3.amazonaws.com/164_Antfood_FamilyTime.wav,gJdCebgTcXbCcNjXdBeGaVbKeTaEc3ea.mp3,Family Time (Original),5,Babies,164_Antfood_FamilyTime.wav,data/audio/164_Antfood_FamilyTime.wav
683,https://betterproblems-production-originals.s3.amazonaws.com/377_Antfood_SadGodzilla.wav,dUbwiveiaViCbBf3iWjVjlfFeairasg3.mp3,Sad Godzilla (Original),5,"Cinematic,Epic Heroes,Drama,Sci-Fi,Magic & Fantasy",377_Antfood_SadGodzilla.wav,data/audio/377_Antfood_SadGodzilla.wav
684,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_LIC_Glovo_Tbd_WildGypsy_Full_LB_180908_qt.wav,cLcDiFdhjhdcgDcijfhHhphHbCdYe4jT.mp3,Wild Gypsy (Full),5,"Drama,Chase & Action,Adventure,Fashion",AFSP_LIC_Glovo_Tbd_WildGypsy_Full_LB_180908_qt.wav,data/audio/AFSP_LIC_Glovo_Tbd_WildGypsy_Full_LB_180908_qt.wav
685,https://betterproblems-production-originals.s3.amazonaws.com/BattlescarVR_Rampage_180105_LIB_WB.wav,budxeDbfdphVjJcYhhaSbGhQe9ekjIcI.mp3,Rampage (Original),5,"Sports,Cars,Chase & Action",BattlescarVR_Rampage_180105_LIB_WB.wav,data/audio/BattlescarVR_Rampage_180105_LIB_WB.wav
686,https://betterproblems-production-originals.s3.amazonaws.com/BRDistribuidora_PostoPosto2021_Chipicutum_Original_211207_Dm_100_4-4_FR_NXT.wav,bcfXhpdQgzgIf2jicdjreIcvjdetfWiN.mp3,Chipicutum (Original),5,"Whimsical & Quirky,Swagger",BRDistribuidora_PostoPosto2021_Chipicutum_Original_211207_Dm_100_4-4_FR_NXT.wav,data/audio/BRDistribuidora_PostoPosto2021_Chipicutum_Original_211207_Dm_100_4-4_FR_NXT.wav
688,https://betterproblems-production-originals.s3.amazonaws.com/ATP_XIAOMI_MinorElements_PB_190612.wav,injZj8cMjzf4jScmiPawiHb8fGhwiWbu.mp3,Elements (Original),5,"Kids,Adventure,Technology",ATP_XIAOMI_MinorElements_PB_190612.wav,data/audio/ATP_XIAOMI_MinorElements_PB_190612.wav
690,https://betterproblems-production-originals.s3.amazonaws.com/N26_International_MaybeAnotherTime_Original_211027_D_91_4-4_PB.wav,eJfIgVffi3d7exiUhWhUg5jMaldzdifT.mp3,Maybe Another Time (Original),5,"Case Study,Technology,Pharma,Health & Beauty",N26_International_MaybeAnotherTime_Original_211027_D_91_4-4_PB.wav,data/audio/N26_International_MaybeAnotherTime_Original_211027_D_91_4-4_PB.wav
691,https://betterproblems-production-originals.s3.amazonaws.com/Vans_OffTheRoom_GettingThingsDone_Original_210119_Em_98_4-4_LS_NXT.wav,efg8jAazd9hbfriVeZgZhVj5czcnaibr.mp3,Getting Things Done (Original),5,"Swagger,Fashion",Vans_OffTheRoom_GettingThingsDone_Original_210119_Em_98_4-4_LS_NXT.wav,data/audio/Vans_OffTheRoom_GettingThingsDone_Original_210119_Em_98_4-4_LS_NXT.wav
692,https://betterproblems-production-originals.s3.amazonaws.com/DisneyBundle_2020_Travellers_200526_Gm_100_YE_ATEdit_220121.wav,eMiki8cvc7ded5cBhCfAeNaYapdlijcY.mp3,Adventurers (Original),5,"Sports,Sci-Fi,Trailer,Cars",DisneyBundle_2020_Travellers_200526_Gm_100_YE_ATEdit_220121.wav,data/audio/DisneyBundle_2020_Travellers_200526_Gm_100_YE_ATEdit_220121.wav
693,https://betterproblems-production-originals.s3.amazonaws.com/BackMarket_TechReborn_MakeItAwesome_Original_221108_C_125_4-4_JHZG_NXT.wav,bzgPdkeWbJdChbbQjIccjdiQh4iBiJaz.mp3,Make It Awesome (Original),5,"Kids,Comedy,Whimsical & Quirky",BackMarket_TechReborn_MakeItAwesome_Original_221108_C_125_4-4_JHZG_NXT.wav,data/audio/BackMarket_TechReborn_MakeItAwesome_Original_221108_C_125_4-4_JHZG_NXT.wav
695,https://betterproblems-production-originals.s3.amazonaws.com/Google_DefendTheUser_HandMeDown_RollingStonesVibe_220912_D_124_4-4_BE-ZG_NXT.wav,cMeMfnaoeodsesdgfodQdAeLiKhtcZjj.mp3,Hand Me Down (Rolling Stones Vibe),5,"Swagger,Cars",Google_DefendTheUser_HandMeDown_RollingStonesVibe_220912_D_124_4-4_BE-ZG_NXT.wav,data/audio/Google_DefendTheUser_HandMeDown_RollingStonesVibe_220912_D_124_4-4_BE-ZG_NXT.wav
697,https://betterproblems-production-originals.s3.amazonaws.com/Google_DefendTheUser_Prodularia_Original_220914_C_110_4-4_AT-WB_NXT.wav,dObQirgCa9hdeuaYfQbmjNcgfzaEjjhy.mp3,Prodularia (Original),5,"Technology,Whimsical & Quirky",Google_DefendTheUser_Prodularia_Original_220914_C_110_4-4_AT-WB_NXT.wav,data/audio/Google_DefendTheUser_Prodularia_Original_220914_C_110_4-4_AT-WB_NXT.wav
699,https://betterproblems-production-originals.s3.amazonaws.com/374_Antfood_Water.wav,iqeIfUf3eeeNeAfAeIctisgihAeOjUeM.mp3,Water (Original),5,Babies,374_Antfood_Water.wav,data/audio/374_Antfood_Water.wav
702,https://betterproblems-production-originals.s3.amazonaws.com/216_Antfood_StringerBell.wav,b9d4cajTbXflbVj3bWbTdCanjcdMglh9.mp3,Stringer Bell (Original),5,"Sports,Cars",216_Antfood_StringerBell.wav,data/audio/216_Antfood_StringerBell.wav
703,https://betterproblems-production-originals.s3.amazonaws.com/Adidas_StayInPlay_3AM_ExtendedRemixInstrumental_211108_Cm_123_4-4_DH_NXT.wav,iTjUapbDj9fNcPhLfheJcggNbOjHbffr.mp3,3 AM (Extended Remix Instrumental),5,"Swagger,Fashion,Sports",Adidas_StayInPlay_3AM_ExtendedRemixInstrumental_211108_Cm_123_4-4_DH_NXT.wav,data/audio/Adidas_StayInPlay_3AM_ExtendedRemixInstrumental_211108_Cm_123_4-4_DH_NXT.wav
