Filename,Recording_S3_LocationLink,Streamable_S3_Key,Recordings,brightness,bp.Conventions (from Recordings)
UberRewards_GoGoGo_BeatStreet_190107_Em_112_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/UberRewards_GoGoGo_BeatStreet_190107_Em_112_DH.wav,bNdteRa3baaIgNdZcMiBdccibfbLeBdr.mp3,Beat Street (Original),76,"Whimsical & Quirky,Swagger"
Samsung_GWE_Lotus_190103_G#_108_LIB_DW_LIBEDIT_ending_DW_190624.wav,https://betterproblems-production-originals.s3.amazonaws.com/Samsung_GWE_Lotus_190103_G%23_108_LIB_DW_LIBEDIT_ending_DW_190624.wav,fPhlc1a8iaeTg9hufVeaaHeKbCeFbB.mp3,Lotus Seoul (Original),82,"Health & Beauty,Fashion,Technology,Case Study"
Pillsbury_MadeAtHome_RoundTableSLOW1_190916_85_G_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Pillsbury_MadeAtHome_RoundTableSLOW1_190916_85_G_DH.wav,cIc7fteVecc4dxhygaiCatfOajddcqbt.mp3,Round Table (Slower I),62,Pharma
Tanqueray_GinIsIn_Tarot_Kurzweird_190802_A_100_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Tanqueray_GinIsIn_Tarot_Kurzweird_190802_A_100_WB.wav,hbgNgsjbi8jdbLhobTcFiKafcifDeAjZ.mp3,Kurzweird (Original),66,"Case Study,Technology,Adventure"
Verizon_Visible_Rippler_180201_LIB_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Verizon_Visible_Rippler_180201_LIB_SC.wav,iciBfThOiQaPj3eNe6h7dddBjZgreLgT.mp3,Rippler (Original),66,"Swagger,Fashion,Health & Beauty"
TomorrowNeverKnows_TDTWC_Phase_180605_LibEdit_FixEnd_RW_190926.wav,https://betterproblems-production-originals.s3.amazonaws.com/TomorrowNeverKnows_TDTWC_Phase_180605_LibEdit_FixEnd_RW_190926.wav,b3h2drdbg2ijhohOgdgTeLjhafbohEir.mp3,Phase (Tomorrow Mix),59,"Case Study,Technology"
Zarbees_ProudToBeBasic_Rorschach_v2_170828_LIBRARY_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Zarbees_ProudToBeBasic_Rorschach_v2_170828_LIBRARY_SC.wav,bajzgWh1izdMiXaycyahdCd8dPjRb1dR.mp3,Rorschach (v2),82,"Health & Beauty,Kids,Technology,Sports"
Buck_BuckTheVote_VoteVoteVoteCollageFull_LIB_WB_LibEdit_RW_191007.wav,https://betterproblems-production-originals.s3.amazonaws.com/Buck_BuckTheVote_VoteVoteVoteCollageFull_LIB_WB_LibEdit_RW_191007.wav,iPd1eBjEbPc3jadwjWffcfdvg9aHcEhw.mp3,"""""""America (My Country, 'Tis of Thee)"""", America the Beautiful, God Save the Queen (Collage 12)""",84,"Comedy,Kids,Whimsical & Quirky"
Gatorade_Highlights_FlySwanGo_190531_Gm_134_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Gatorade_Highlights_FlySwanGo_190531_Gm_134_BE.wav,hXb7jmh5cEdpcBaldZevaNaOh4bwjJfB.mp3,Fly Swan Go (Original),68,"Swagger,Fashion,Health & Beauty"
Instagram_Interests_SneakerFreak_Villager_Crazy_180323_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Instagram_Interests_SneakerFreak_Villager_Crazy_180323_LIB_YE.wav,hAe6adcbarewhFbShne6cWawbtaHhXbz.mp3,Villager (Wild Mix),81,"Whimsical & Quirky,Kids,Health & Beauty,Case Study,Technology"
Starbucks_HolidayTVC_Nook_DeckTheHallsRemix_190916_F#_160_YE_ATEdit_220103.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_HolidayTVC_Nook_DeckTheHallsRemix_190916_F%23_160_YE_ATEdit_220103.wav,eTdggzghaIctiThmdcdTe1bnfggZi2jP.mp3,Deck The Halls (Electronic Glitch Remix 30s),86,"Christmas Time,Apparel & Retail"
Daydream_OldPennStation_LIBEDIT_LIMIT_RW_199624.wav,https://betterproblems-production-originals.s3.amazonaws.com/Daydream_OldPennStation_LIBEDIT_LIMIT_RW_199624.wav,cGcQcRd3byjQhecLaVdbcEdihDbNfig5.mp3,Old Penn Station (Original),81,Case Study
Target_BTSRadio_Lunchbox_180619_LIB_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Target_BTSRadio_Lunchbox_180619_LIB_BE.wav,bTgahHbLcRbxbobrdNfceXj4cNcoeEeI.mp3,Lunchbox (Original),79,"Kids,Swagger,Adventure"
Sheraton_TransformationRoom_Transform_MUS_180917.wav,https://betterproblems-production-originals.s3.amazonaws.com/Sheraton_TransformationRoom_Transform_MUS_180917.wav,hncQhPbZcmdjceinjLdneLiPbFiiffj5.mp3,Transform (Original),37,"Music as Background,Case Study,Health & Beauty,Fashion"
TGOS_Paisaje_112012.wav,https://betterproblems-production-originals.s3.amazonaws.com/TGOS_Paisaje_112012.wav,bsgdhVh6iNasjhfWgfbHfydua7caeYd3.mp3,Paisaje (Original),64,"Whimsical & Quirky,Western"
SOFI_H2_Music_IBelieve_181210_LIB_AA.wav,https://betterproblems-production-originals.s3.amazonaws.com/SOFI_H2_Music_IBelieve_181210_LIB_AA.wav,hqhcdnavbdjViNi7ghfBg2haiLhYhXau.mp3,I Believe (Original),79,"Kids,Health & Beauty,Adventure"
OSMO_HandSamwich_181019_LIB_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/OSMO_HandSamwich_181019_LIB_SC.wav,cKeqg4gCgbexaEiIeCjfdMagfjcTflbV.mp3,Hand Samwich (Original),82,"Health & Beauty,Technology"
Samsung_GWE_AoF_WindchillFifty_190220_A_115_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Samsung_GWE_AoF_WindchillFifty_190220_A_115_LIB_YE.wav,iFheaxg8jqb9cpbCbCaYjBd6aljPjleM.mp3,Windchill Fifty (Original),82,"Technology,Case Study,Health & Beauty,Fashion"
BP4504_SideB_TR_5_160829_Kennebunk_Short&Loud.wav,https://betterproblems-production-originals.s3.amazonaws.com/BP4504_SideB_TR_5_160829_Kennebunk_Short%26Loud.wav,f8c7eLfvaahTjkfmjNhXg8iRcjaYbHae.mp3,Kennebunk (LP MIx),82,"Sports,Cars,Adventure"
HP_SummerSocial_Wobble_TenuousTim_MUS+VOX_180622_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/HP_SummerSocial_Wobble_TenuousTim_MUS%2BVOX_180622_LIB_YE.wav,dHgijrg7aYjpeTdtatj9jBbPjbbGbZim.mp3,Tenuous Tim (Vocal),78,"Babies,Kids,Adventure"
Skyrise_Cuadradera_Original_180724_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Skyrise_Cuadradera_Original_180724_LIB_WB.wav,hbcrj9cAheangrbEfYfxdndaihb9d5dp.mp3,Cuadradera (Original),61,"Whimsical & Quirky,Case Study,Health & Beauty"
UberRewards_GoGoGo_Slapback_Constant(Parent)_190115_D_104_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/UberRewards_GoGoGo_Slapback_Constant%28Parent%29_190115_D_104_WB.wav,dzjud9c4f3eHgNhfegiefrg3aTazfVb4.mp3,Slapback (Hero),78,"Swagger,Cars,Adventure,Chase & Action"
Nike_Joyride_ThreadTheNeedle_191107_D_108_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nike_Joyride_ThreadTheNeedle_191107_D_108_SC.wav,cceNfybfd9cBaVdhjldoaEiWeqjGhOjq.mp3,Thread The Needle (Original),76,"Case Study,Health & Beauty,Fashion"
Ebay_DontSettle_ForLess_180418_LibEdit_RW_191007.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ebay_DontSettle_ForLess_180418_LibEdit_RW_191007.wav,fFiBb8gve3bIaFboejijaNaEeaghjA.mp3,For Less (Original),57,"Adventure,Technology,Sports,Fashion,Cars"
VerizonRewards_Want_Papaya_190430_Am_150_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/VerizonRewards_Want_Papaya_190430_Am_150_BE.wav,fWeOfifZaXgRbZbIafgIaYbHinj7cy.mp3,Papaya (Original),78,"Fashion,Technology"
OSMO_Ondes_181019_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/OSMO_Ondes_181019_LIB_YE.wav,itiFeRcfhJeOgYcWedf6jYg5hUa8d4f4.mp3,Ondes Infantiles (Original),78,"Kids,Adventure"
Target_MoreMoreMore_LoopBots_MVOX_Cover_180206.2.wav,https://betterproblems-production-originals.s3.amazonaws.com/Target_MoreMoreMore_LoopBots_MVOX_Cover_180206.2.wav,cQgsb5jEcajtdublbqjqd7dxb7cEi6.mp3,More More More (Vocals),50,
Facebook_GD2V_Lipstick_ElfBois_180307_LIB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Facebook_GD2V_Lipstick_ElfBois_180307_LIB.wav,gFbKaHjXameRfeiudNabgDiocuh6aB.mp3,Elf Bois (Original),77,"Health & Beauty,Technology"
Nivea_FyF_Luminesce_171108_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nivea_FyF_Luminesce_171108_SC.wav,g7jJgQa4iChWjkbgdojWcbfhigdcibiK.mp3,Luminesce (Original),82,"Health & Beauty,Pharma,Technology"
UsTwo_MusicalFarm_PilotLight_181218_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/UsTwo_MusicalFarm_PilotLight_181218_LIB_YE.wav,cOj7bIbOarcnh7jwcCd7andWjxbkcdcW.mp3,Pilot Light (Original),29,"Case Study,Cinematic"
IBM_C&I_WeatherMachine_180306_LIB_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/IBM_C%26I_WeatherMachine_180306_LIB_SC.wav,eSeHbYf9aijyfFdLibbEh2digYgQevcp.mp3,Weather Machine (Original),72,"Technology,Whimsical & Quirky,Case Study"
Instagram_Interests_Yoga_Villager_Boring_180323_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Instagram_Interests_Yoga_Villager_Boring_180323_LIB_YE.wav,gFbhflf7g6fCjebsaGeYdihLaOfYff.mp3,Villager (Calm Mix),81,"Whimsical & Quirky,Kids,Health & Beauty,Case Study,Technology"
Uber_LookBack_Dirigo_Full_190326_E_122_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Uber_LookBack_Dirigo_Full_190326_E_122_WB.wav,eQiea5fdjlf9gHaQfDgwiAg6a5hLeycC.mp3,Dirigo (Full),70,"Swagger,Sports,Kids,Whimsical & Quirky"
Uber_LookBack_Xroovelpuff_Extend_NoVox_190328_C_122_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Uber_LookBack_Xroovelpuff_Extend_NoVox_190328_C_122_YE.wav,itegbWfRbdg9dsd7h2gda6jogEc3egdX.mp3,Xroovelpuff (Instrumental extended),87,Adventure
Samsung_GWE_VW_GorbaSend_NoVox_190220_G#_108_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Samsung_GWE_VW_GorbaSend_NoVox_190220_G%23_108_LIB_YE.wav,fzjCaibYephMiQiOfUaQcsjvaHjZaeaQ.mp3,Gorba Send (Instrumental),59,"Swagger,Health & Beauty,Fashion"
HP_SummerSocial_Wobble_TenuousTim_MUS_180622_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/HP_SummerSocial_Wobble_TenuousTim_MUS_180622_LIB_YE.wav,fqfThlfucCiEfQdmhYi5hJhzh4hHbLgA.mp3,Tenuous Tim (Instrumental),78,"Babies,Kids,Adventure"
SOFI_BrandParty_KneesAndElbows_NoVox_181210_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/SOFI_BrandParty_KneesAndElbows_NoVox_181210_LIB_WB.wav,ckjXeSgsaBhHhQfAa4e3iyigeHgLc4iW.mp3,Knees And Elbows (Instrumental),72,"Swagger,Fashion"
BIDB_Horseshoe_Oxbow_180320_LIB_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/BIDB_Horseshoe_Oxbow_180320_LIB_SC.wav,dJgjb4ddilbUf4gseKbkjRd3duhdfrcy.mp3,Oxbow (Ambient),56,Music as Background
Verizon_Visible_LazerHopf_180201_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Verizon_Visible_LazerHopf_180201_LIB_WB.wav,iBcLbGdUdPjZcBjWiujkhPdgbDjbdKhm.mp3,Lazer Hopf (Original),62,"Swagger,Sports"
TGOS_Machemon_112612_2p-L316Str_01-01.wav,https://betterproblems-production-originals.s3.amazonaws.com/TGOS_Machemon_112612_2p-L316Str_01-01.wav,iifkgAjie8jef8hsfmcqdTgPakeAbbaH.mp3,Machemon (Original),41,"Case Study,Cinematic"
OSMO_BouncyBall_180723_LIB_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/OSMO_BouncyBall_180723_LIB_BE.wav,bWb2fug4cghtbDjje4gngucniyipdnbZ.mp3,Bouncy Ball (Original),67,"Whimsical & Quirky,Kids,Technology"
Coke_Dreaming_TheWestern_181219_A_90_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Coke_Dreaming_TheWestern_181219_A_90_BE.wav,ipiShTaGfAdSfLctcqhfilbrciiqfChb.mp3,The Western (Original),35,"Swagger,Case Study,Fashion,Health & Beauty"
Qualcomm_5G_Outerboro_181019_D_100_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Qualcomm_5G_Outerboro_181019_D_100_BE.wav,dCiiiafzbReOh3iacnbjhldEc4c8dodn.mp3,Outerboro (Original),35,"Technology,Sci-Fi,Case Study,Health & Beauty,Pharma"
AppyFizz_RiseUp_FizzyEpi_181207_LIB_DW_LibEdit(removesilence)_RW.wav,https://betterproblems-production-originals.s3.amazonaws.com/AppyFizz_RiseUp_FizzyEpi_181207_LIB_DW_LibEdit%28removesilence%29_RW.wav,fQiIbnghaOdKeubLaHi3fqh4aqbsiPib.mp3,Fizzy Epi (Dermatology Mix),74,"Whimsical & Quirky,Case Study,Fashion,Technology,Swagger"
Starbucks_HolidayTVC_Chillllatte_190926_F_96_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_HolidayTVC_Chillllatte_190926_F_96_WB.wav,hFdPi3hrevhtfLg3d1adeoaLcngVfWbC.mp3,Chillllatte (Original),81,"Health & Beauty,Kids"
Goldi_Launch_CowNeckRoad_YE_171005_qt_LIB_Rebounced.wav,https://betterproblems-production-originals.s3.amazonaws.com/Goldi_Launch_CowNeckRoad_YE_171005_qt_LIB_Rebounced.wav,gqaah4fVdrixhLiyiKh7egeGdbd6fVgH.mp3,Cow Neck Road (Original),70,"Case Study,Health & Beauty"
Samsung_Crown_SonLasDos_180821_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Samsung_Crown_SonLasDos_180821_LIB_YE.wav,fqdScYjIcehIdMdSbIghfEfgcgfzhgcY.mp3,Son Las Dos (Ramp),77,"Adventure,Sports"
NIM_ExesAndOhs_180620_WB_116_E_LibEdit_RW_191001.wav,https://betterproblems-production-originals.s3.amazonaws.com/NIM_ExesAndOhs_180620_WB_116_E_LibEdit_RW_191001.wav,gfdFaFe6hcjRbndVcJiWg8jFiWhTiVhO.mp3,Exes And Ohs (Original),83,"Health & Beauty,Kids"
T&N_Wagon_Woven_180419_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/T%26N_Wagon_Woven_180419_LIB_YE.wav,hyesifdHiNg7jbc6atjVcEasbAaWfogt.mp3,Woven (Original),28,"Case Study,Babies"
VerizonRewards_Want_Panhandle_190507_Bm_90_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/VerizonRewards_Want_Panhandle_190507_Bm_90_BE.wav,dkh4fndvh8hzgQhXjXjDeZikaGbwje.mp3,Panhandle (Original),20,"Swagger,Technology,Cars"
VerizonRewards_Want_Keysof_190430_Em_182_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/VerizonRewards_Want_Keysof_190430_Em_182_BE.wav,iShnbpdYhhbZgFifcDgHgXe8b8eVhahx.mp3,Keysof (Original),90,"Fashion,Sports,Technology"
Google_SpaceJanitor_Leaderboard_AAA_190913_G_120_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_SpaceJanitor_Leaderboard_AAA_190913_G_120_SC.wav,eGhHgfhkbxaAgKchdJcxeagedtaAjNc9.mp3,Triple AAA (Original),87,"Kids,Babies,Technology"
VerizonRewards_Want_SlipperySlopes_190403_Fm_75_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/VerizonRewards_Want_SlipperySlopes_190403_Fm_75_WB.wav,iOfbdbiWanbtcbjmeJjjcLiOdlgyczc9.mp3,Slippery Slopes (Original),79,"Sports,Swagger,Cars,Adventure,Technology"
VerizonRewards_Want_Hawks_Minimal_190403_Dm_150_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/VerizonRewards_Want_Hawks_Minimal_190403_Dm_150_SC.wav,iUdPaIildzfXiHbZhVenguedhTdthwbL.mp3,Hawks (Minimal),19,Sports
IBM_Maestro_MUS_NumbersGame_OpA_180201_LIB_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/IBM_Maestro_MUS_NumbersGame_OpA_180201_LIB_DH.wav,fwdyh8aYjscHaGgJiZgxjXg1fTd9dFhB.mp3,Numbers Game (Op A),78,"Whimsical & Quirky,Pharma"
Google_SpaceJanitor_RedLetter_190725_IA.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_SpaceJanitor_RedLetter_190725_IA.wav,bpjTaHcyhYb9iAcjj1atiJhkaZ.mp3,Red Letter (Original),27,Whimsical & Quirky
Target_Easter2018_Qlean_180206_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Target_Easter2018_Qlean_180206_YE.wav,gsinhqeRfxdsiZi6bGjGjIaIa3dIhtd4.mp3,Qlean (Original),76,Swagger
Facebook_GD2V_ShadesOfRouge_180305_np_LIB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Facebook_GD2V_ShadesOfRouge_180305_np_LIB.wav,bieLjxcSbWedapfsaIjWhXbWjPgeazc3.mp3,Shades of Rogue (Original),77,"Health & Beauty,Case Study,Technology"
Facebook_GD2V_Tetris_OpB_MUS_TuesdyBluesdy_180309_LIB_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Facebook_GD2V_Tetris_OpB_MUS_TuesdyBluesdy_180309_LIB_SC.wav,fGa7cvh2c2eZaZeqjlcgjXgqb7hWihch.mp3,Tuesdy Bluesdy (Original),60,"Health & Beauty,Technology"
VerizonRewards_Want_Jasmine_190424_Am_135_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/VerizonRewards_Want_Jasmine_190424_Am_135_SC.wav,fbeUhvjEjBaejXbyhgfdi1b3iKgYeReB.mp3,Jasmine (Original),73,"Swagger,Fashion,Health & Beauty"
Nest_Holiday_Pickerel_LIB_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nest_Holiday_Pickerel_LIB_BE.wav,hBgNfNhZh8jDbYc1jaaijOdZbrcehGiz.mp3,Pickerel (Original),78,"Swagger,Health & Beauty,Kids,Sports,Technology"
Pepsi_Black_ATP_181106_LIB_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Pepsi_Black_ATP_181106_LIB_BE.wav,hYfahcbLjPcrgSjUcpcheJhqdPfjit.mp3,ATP (Original),83,"Swagger,Fashion,Sports,Technology"
Tanquerey_GinIsIn_GinnerParty_SlyAndTell_190703_Em_120_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Tanquerey_GinIsIn_GinnerParty_SlyAndTell_190703_Em_120_BE.wav,imfpfBblbPemheeBePeDgwedc9cZiDiz.mp3,Sly And Tell (Original),39,"Case Study,Fashion,Health & Beauty,Technology"
Exxon_Jobs_EchoTango_180821_LIB_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Exxon_Jobs_EchoTango_180821_LIB_BE.wav,bobOaNcNhYedd7aigxgkg2gfaXhCiOaE.mp3,Echo Tango (Original),66,"Case Study,Health & Beauty"
Supercell_RushWars_MissionPossible_190916_B_130_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Supercell_RushWars_MissionPossible_190916_B_130_SC.wav,fMj1d7fqctgqethibNbGdvjZhydbfXex.mp3,Mission Possible (Original),76,"Spy,Swagger,Chase & Action,Adventure,Epic Heroes"
Google_SpaceJanitor_TheEternalSuck_190729_D_190_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_SpaceJanitor_TheEternalSuck_190729_D_190_WB.wav,cQdphmf5jFeSjzcmf4cNhYgXhXfYbHfG.mp3,The Eternal Suck (Original),66,Case Study
Vuse_AltoVR_Traverse_180824_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Vuse_AltoVR_Traverse_180824_LIB_YE.wav,eLhejudtgFaBcSgmj9g5bLgJeBhWgLdo.mp3,Traverse (Original),55,"Sci-Fi,Case Study,Technology,Cinematic"
Magnolia_Quartz_CircularSafe_OutNAbout_180228_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Magnolia_Quartz_CircularSafe_OutNAbout_180228_LIB_YE.wav,czivb1aldMeUdygPaFa3esgcbobeeOeo.mp3,Out N About (Original),75,"Technology,Cinematic,Trailer,Swagger"
Magnolia_Quartz_ComboLock_Quadrant_180228_LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Magnolia_Quartz_ComboLock_Quadrant_180228_LIB_YE.wav,egjJjqfAgBabhihMcCfLiafVgLhMiHbF.mp3,Quadrant (Original),84,"Sports,Cars,Technology,Sci-Fi"
Mailchimp_BigBang_Tools_SecondGlance_181210_LIB_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Mailchimp_BigBang_Tools_SecondGlance_181210_LIB_DH.wav,b5ageIcbaCiygYh6bIjkc9efj1eNhNhb.mp3,Second Glance (Original),65,"Case Study,Technology,Whimsical & Quirky"
Facebook_GD2V_Wonder_SkyBoat_180426_LIB_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Facebook_GD2V_Wonder_SkyBoat_180426_LIB_BE.wav,eQcqhaiNdogVcpgJbNiVaPbIifdMaCee.mp3,Sky Boat (Original),67,"Technology,Whimsical & Quirky,Case Study,Health & Beauty,Pharma"
JoyFills_Joy_Jackpot_180816_LIB_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/JoyFills_Joy_Jackpot_180816_LIB_PB.wav,f7fZjmbIbHc1cdanhacRadf7cKcmauip.mp3,Jackpot (Original),67,"Health & Beauty,Technology,Kids"
Allstate_ProtectYourStuff_HollowBots_180404_LIB_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Allstate_ProtectYourStuff_HollowBots_180404_LIB_BE.wav,bXcyfJdRjNeheKiVfAjJjmdmhmjLgthQ.mp3,Hollow Bots (Original),57,"Kids,Babies"
WANNERSTEDT_GummyTron_Gmin_72bmp_190716_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/WANNERSTEDT_GummyTron_Gmin_72bmp_190716_DH.wav,gEeIjIdlinhMayb3gmdbfHgvgxfOgVbV.mp3,Gummy Tron (Original),31,"Fashion,Case Study,Technology,Sci-Fi"
Exxon_Jobs_Dominoes_MUS_180821_LIB_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Exxon_Jobs_Dominoes_MUS_180821_LIB_SC.wav,fygrbbh3feasbldkfOdSjAadeKdTeHdk.mp3,Dominoes (Original),83,"Whimsical & Quirky,Health & Beauty,Technology,Magic & Fantasy"
IKEA_Service_Turnbuckle_190912_D_150_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/IKEA_Service_Turnbuckle_190912_D_150_SC.wav,flhwcdiUclc2j5i3cXe6iJipfqe7jvcu.mp3,Turnbuckle (Original),80,"Swagger,Cars,Sports,Adventure,Trailer"
Starbucks_HolidayTVC_PeppermintPop_190926_C_133_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_HolidayTVC_PeppermintPop_190926_C_133_WB.wav,ele8j3fceOgCjOaHblgahXe8f3aocdfd.mp3,Peppermint Pop (190926),77,Kids
Samsung_Crown_CopperAndLoom_181029_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Samsung_Crown_CopperAndLoom_181029_LIB_WB.wav,eddCibjManekaUhcc8ilfObijteZbNiK.mp3,Copper And Loom (Original),67,"Technology,Sci-Fi,Swagger,Fashion,Sports,Cars,Spy"
Motion_Awards_Freefall_171113_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/Motion_Awards_Freefall_171113_DH.wav,cEeKeldOeVa3h8b4iBiUdai7hUjefvgb.mp3,Freefall (Original),77,"Sci-Fi,Cinematic,Technology,Magic & Fantasy,Epic Heroes"
SOFI_H2_Guardrail_180926_LIB_SC .wav,https://betterproblems-production-originals.s3.amazonaws.com/SOFI_H2_Guardrail_180926_LIB_SC+.wav,ighugceTbyiMiigof5fYiwbmiygEgLcS.mp3,Guardrail (Original),64,"Technology,Health & Beauty,Fashion"
KFC_GoodLuckOnThe25th_SwaggaBlasta_190916_Aminor_118_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/KFC_GoodLuckOnThe25th_SwaggaBlasta_190916_Aminor_118_DH.wav,gSiEb1cvaXbxjbhviOcuejgcdggzdsjF.mp3,Swagga Blasta (Original),35,Swagger
Tanqueray_GinIsIn_Tarot_Cleo_190729_D_112_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Tanqueray_GinIsIn_Tarot_Cleo_190729_D_112_SC.wav,eEdsbWeEjRaWgxbdfjfaiYeRbyffb2d4.mp3,Cleo (Original),27,"Western,Adventure,Magic & Fantasy"
Instagram_Fafarfale_180323_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Instagram_Fafarfale_180323_LIB_WB.wav,boeBaqbLiJcRcGgNawfOdjdXdKcdcigL.mp3,Farfale (Original),79,Music as Background
JoyFills_Joy_GPop_181029_LIB_NotYEQuestionmark.wav,https://betterproblems-production-originals.s3.amazonaws.com/JoyFills_Joy_GPop_181029_LIB_NotYEQuestionmark.wav,fHakjydGgzclbZjAbEjdebgCi6aBfEcI.mp3,G Pop (Original),76,"Music as Background,Corporate Manifesto,Educational & Informative"
Magnolia_Quartz_Circular_Roundish_180223_LIB_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Magnolia_Quartz_Circular_Roundish_180223_LIB_SC.wav,bPaEdccdhPdlc5jkeIjfdIgLfrdyahcs.mp3,Roundish (Original),73,"Swagger,Cars,Technology,Sports,Adventure,Magic & Fantasy"
NikeCollegeFootball_Hurricane_190419_LIB.wav,https://betterproblems-production-originals.s3.amazonaws.com/NikeCollegeFootball_Hurricane_190419_LIB.wav,hAfRjUi5dDbleId9afhnjZfYezbNjEgz.mp3,Hurricane (Original),24,"Music as Background,Sports,Chase & Action,Technology,Sci-Fi"
Pepsi_Black_Dorothy_181012_Adapt+LIB_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Pepsi_Black_Dorothy_181012_Adapt%2BLIB_YE.wav,eaa8cRc5fhdVimbcglbKcGcJaKbdgsjA.mp3,Dorothy (30s),80,"Sports,Technology"
IBM_Duo_Color_Geraldo_180628_LIB_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/IBM_Duo_Color_Geraldo_180628_LIB_DH.wav,e7a9esh2cXiZbtiacsf4eFj6hqiOg9bN.mp3,Geraldo (Original),58,"Music as Background,Swagger,Technology"
SemiPermanent_2019Titles_MonoMitos_190603_Am_91_WBYEDHSC.wav,https://betterproblems-production-originals.s3.amazonaws.com/SemiPermanent_2019Titles_MonoMitos_190603_Am_91_WBYEDHSC.wav,hOf9g4b2ircjbnbcegecaMiXg6acjWeN.mp3,Monomitos (Title Sequence),17,"Chase & Action,Drama,Epic Heroes,Horror,Cinematic,Magic & Fantasy,Sci-Fi"
