,Filename,Recording_S3_LocationLink,Streamable_S3_Key,Recordings,brightness,bp.Conventions (from Recordings)
781,SVTK_ID_Shiroi_Ambient_030212_2p_01.wav,https://betterproblems-production-originals.s3.amazonaws.com/SVTK_ID_Shiroi_Ambient_030212_2p_01.wav,g5gGa8dOeLc9eCbcc3hucaePhMadfaeN.mp3,Shiroi (Ambient),5,Pharma
782,668 Layl Adapt.wav,https://betterproblems-production-originals.s3.amazonaws.com/668+Layl+Adapt.wav,fLikjciGj1gifXe6crgbfrcbgRf1bBcZ.mp3,Layl (Adapted),5,"Whimsical & Quirky,Magic & Fantasy,Cinematic"
783,WOTC_FairytalesWithATwist_KnightPrincess_Original_230823_Bm_106_6-8_DV_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/WOTC_FairytalesWithATwist_KnightPrincess_Original_230823_Bm_106_6-8_DV_NXT.wav,hHjQgue8fgezcdcuidizidiJd3g6aseq.mp3,Knight Princess (Original),5,Magic & Fantasy
784,ADIDAS_Ultraboost22_Rushpower_Original_2112244_D#m_161_ 4-4_RVR_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/ADIDAS_Ultraboost22_Rushpower_Original_2112244_D%23m_161_+4-4_RVR_NXT.wav,bTdxhraHfohqdcbPiGgPd1jSiYaKcSd6.mp3,Rushpower (Original),5,"Fashion,Sports,Adventure,Swagger"
785,17150985_FruitSnacks_CariocaSamba_Cavaquinho_OpB2_Slower_140129_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17150985_FruitSnacks_CariocaSamba_Cavaquinho_OpB2_Slower_140129_qt.wav,f3gbh4fYcvixeSb1axdvfefmbBhzazaD.mp3,Carioca Samba (Cavaquinho),5,"Whimsical & Quirky,Carnaval"
786,Tepro_Sunglasses_PerspectiveShift_Original_210405_E_98_4-4_DH+WillBone.wav,https://betterproblems-production-originals.s3.amazonaws.com/Tepro_Sunglasses_PerspectiveShift_Original_210405_E_98_4-4_DH%2BWillBone.wav,ike5dXjtaufljMezezcvabhafGgMbHjO.mp3,Perspective Shift (Horns),5,"Whimsical & Quirky,Technology"
787,AFSP_SAMSUNG_Esquetes_Rockaway_LS_151013_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_SAMSUNG_Esquetes_Rockaway_LS_151013_qt.wav,iocqjEh5hWgcjQdAh1h3frbAboeBjR.mp3,Rockaway (2),5,Babies
788,Harvest_Recycle_Original_060711.wav,https://betterproblems-production-originals.s3.amazonaws.com/Harvest_Recycle_Original_060711.wav,iwiFdTiIhkbAapivg9adihaxfYiHdy.mp3,Recycle (Original),5,"Technology,Whimsical & Quirky,Magic & Fantasy"
789,STARBUCKS_OprahMoms_Straccio_90s_140409_G_80_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/STARBUCKS_OprahMoms_Straccio_90s_140409_G_80_4-4_WB_NXT.wav,i2aMjkaKaXbudJjjead5abeqekgfjeaS.mp3,Straccio (90s),5,Pharma
790,486 Tall Boys.wav,https://betterproblems-production-originals.s3.amazonaws.com/486+Tall+Boys.wav,gme2flaNd3hPasftgebyddjIdcfLgEea.mp3,Tall Boys (Original),5,Swagger
791,Nivea_StylingLaunch_FlowerBox_180522_LIB_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nivea_StylingLaunch_FlowerBox_180522_LIB_BE.wav,fdfniUewcGjbeAjhjZfsewaNeIageBjd.mp3,Flower Box (Original),5,"Health & Beauty,Fashion,Technology"
792,AFSP_MITSUBISHI_ASX_Light_150724_19pm_qt_VN_Ret.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_MITSUBISHI_ASX_Light_150724_19pm_qt_VN_Ret.wav,d5fUiWfmhdaejLirejgeedhUcObTiehO.mp3,Light (Original),5,"Epic Heroes,Technology,Adventure"
793,UNDP_Truth_TheTruth_Remastered2021_101812_xxx_X_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/UNDP_Truth_TheTruth_Remastered2021_101812_xxx_X_4-4_WB_NXT.wav,cAbAjogogngJjrjOcddJgsgVc8dWgMau.mp3,The Truth (Remastered 2021),5,"Health & Beauty,Case Study,Technology,Cinematic,Sci-Fi"
794,17150974_Facebook_Reactions_Trench_MUS_151222_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17150974_Facebook_Reactions_Trench_MUS_151222_qt.wav,bLcrdPisgWbUhEbSfzczboaabog6b2im.mp3,Trench (Original),5,"Whimsical & Quirky,Cinematic"
795,Vivo_SamsungS21_SilverFish_LB_Bm_4_4_120bpm_210616_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/Vivo_SamsungS21_SilverFish_LB_Bm_4_4_120bpm_210616_qt.wav,b4ikjocegxazdLcafedzevj1b2iwfuhW.mp3,Silver Fish (Original),5,"Swagger,Fashion,Health & Beauty,Technology"
796,Olla_Toque_SensoryPleasures_Original_220526_E_100_4-4_LB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Olla_Toque_SensoryPleasures_Original_220526_E_100_4-4_LB_NXT.wav,g3iEeKb2hsdRhxjHe8dScEiwfseHcNjp.mp3,Sensory Pleasures (Original),5,Swagger
797,Starbucks_WinterFY22_OrbitalVelocity_Instrumental_211129_F_104_4-4_YE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_WinterFY22_OrbitalVelocity_Instrumental_211129_F_104_4-4_YE_NXT.wav,dLfGiNbihTi4eUjyd8euffakhFfpjwff.mp3,Orbital Velocity (Instrumental),5,Swagger
798,AFSP_GOOGLE_StillinTheGame_Game_SameSituation_LS_180718_18h_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_GOOGLE_StillinTheGame_Game_SameSituation_LS_180718_18h_qt.wav,ilbudyazjubVf9aMiUiRcEeDhyezj5eW.mp3,Same Situation (Original),5,"Sports,Swagger,Chase & Action"
799,AFSP_Bonafont_PromessasCarnaval_VrLonga_Mus_Carlison_English_141215_qt_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_Bonafont_PromessasCarnaval_VrLonga_Mus_Carlison_English_141215_qt_PB.wav,fyehiQhsgEdGaKe4aaiNdojqf3fQaRcS.mp3,Carlison (English),5,"Comedy,Whimsical & Quirky,Kids"
800,19-3143_USAFLEX_CampanhaInverno2020_Mus_Caledonia_PC_200205_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/19-3143_USAFLEX_CampanhaInverno2020_Mus_Caledonia_PC_200205_qt.wav,gHbacheweciccdbIaxdKheibfWh8iAd5.mp3,Caledonia (Original),5,"Swagger,Kids,Technology,Fashion"
801,491 Looseys.wav,https://betterproblems-production-originals.s3.amazonaws.com/491+Looseys.wav,d9cifRgkfNiAfKasgWaAfRdHcjaGi8ed.mp3,Looseys (Original),5,Cars
802,596 Don't Baby Sit It.wav,https://betterproblems-production-originals.s3.amazonaws.com/596+Don%27t+Baby+Sit+It.wav,fJj7jBfobhhTgJciihfzeEiSfOb8hK.mp3,Don't Baby Sit It (Original),5,Kids
803,AFSP_BRAHMA_EuSouOFutebol_LastResort_LS_140113_20H_2p-01.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_BRAHMA_EuSouOFutebol_LastResort_LS_140113_20H_2p-01.wav,fXeeezgXewjueqbCdye5eAjEhXjLeob2.mp3,Last Resort (Build),5,"Cinematic,Epic Heroes,Sports,Drama"
804,17151457_RITZ_C&T_CrunchBlaster_MUS_170207_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151457_RITZ_C%26T_CrunchBlaster_MUS_170207_qt.wav,ejeqjBcoecide5iZdBbHbwgKh4fEdUio.mp3,Crunch Blaster (Original),5,"Whimsical & Quirky,Chase & Action"
805,17151754_Ben&Jerry's_OSW_RockyRoad_Instrumental_160830_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151754_Ben%26Jerry%27s_OSW_RockyRoad_Instrumental_160830_qt.wav,dbftdPjBhOgwgOf3jQjFbNcgeNiNhFci.mp3,Rocky Road (Instrumental),6,"Nostalgia Evoking,Tugging on Heartstrings"
806,17151357_Ooredoo_MollyOConnell_LowRap_151015_7PM_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151357_Ooredoo_MollyOConnell_LowRap_151015_7PM_qt.wav,iwfifJbkiMhha1jkiXbreca3iHbDizgl.mp3,Molly O'Connell (Low Rap),6,"Sports,Cars,Swagger,Chase & Action"
807,Kopenhagen_Pascoa_VideosDeFabrica_NatureDance3_LB_PC_Gm_3_4_158bpm_Library.wav,https://betterproblems-production-originals.s3.amazonaws.com/Kopenhagen_Pascoa_VideosDeFabrica_NatureDance3_LB_PC_Gm_3_4_158bpm_Library.wav,bgd7h6hcbHgKgFhOftbGhwdOdwaHhCfL.mp3,Nature Dance (Version),6,"Case Study,Health & Beauty,Technology"
808,Lays_Evergreen_EveryCrunchEveryMoment_Original_220624_Dm_110_YE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Lays_Evergreen_EveryCrunchEveryMoment_Original_220624_Dm_110_YE_NXT.wav,i7gUi9fAhWjSdzexeRdZdciyf3cAgj.mp3,Every Crunch Every Moment (Original),6,"Music as Background,Cars,Health & Beauty,Fashion"
809,Starbucks_HolidayTVC_DeckTheStars_Lib_E_120_RW_190903.wav,https://betterproblems-production-originals.s3.amazonaws.com/Starbucks_HolidayTVC_DeckTheStars_Lib_E_120_RW_190903.wav,dWdJaniFhLeEc3haiocajHczeVdAf9jn.mp3,Deck The Halls (Original),6,Christmas Time
810,17151063_Google_EarthVR_Water_Keen_160509_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151063_Google_EarthVR_Water_Keen_160509_qt.wav,eQaphiaSiiaCa1aogsjLaGfzexisfPdm.mp3,Keen (Original),6,"Cars,Magic & Fantasy,Sci-Fi,Technology"
811,598 Lavender.wav,https://betterproblems-production-originals.s3.amazonaws.com/598+Lavender.wav,gOeUdEexaIc2iIfcadcNfRhZeMcZcoh1.mp3,Lavender Balls (20s),6,"Cars,Comedy,Chase & Action,Whimsical & Quirky,Kids"
812,AFSP_ITAU_RockInRio_LowLife_LS_170818_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_ITAU_RockInRio_LowLife_LS_170818_qt.wav,elaDcte7jWiOgnbxa5jtcodnaghTdSfP.mp3,Low Life (Original),6,Cars
813,392_Antfood_BreakAndForth.wav,https://betterproblems-production-originals.s3.amazonaws.com/392_Antfood_BreakAndForth.wav,eQaabFfSibbYghcyfvaIgdeghqg3eFgF.mp3,Break And Forth (Original),6,"Sports,Swagger"
814,SignalFestival_CamouflagedEyes_ProjectedMonsters_NoVox_160805_Em_108_4-4_WBSC_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/SignalFestival_CamouflagedEyes_ProjectedMonsters_NoVox_160805_Em_108_4-4_WBSC_NXT.wav,eKgVdecRcFeIeUiyedfIhDfdebg2etjy.mp3,Projected Monsters (No Vox),6,"Sci-Fi,Technology,Case Study"
815,AFWW 1380 Dance Building.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFWW+1380+Dance+Building.wav,b4iqcVfHdvhyb2dagKbEbvemhdc9.mp3,Dance (Building),6,Technology
816,JPMorgan_We'reWorkingForYou_TillASunnyDay_Original_210601_F_86_4-4_BFDH_AndyVocals.wav,https://betterproblems-production-originals.s3.amazonaws.com/JPMorgan_We%27reWorkingForYou_TillASunnyDay_Original_210601_F_86_4-4_BFDH_AndyVocals.wav,fhaJfOfZiDhSdBinaFciaqf5hMh2b7gi.mp3,Till A Sunny Day (Original),6,"Music as Background,Tugging on Heartstrings"
817,Magnolia_Ghost_Prism_200930_A_141_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Magnolia_Ghost_Prism_200930_A_141_SC.wav,gBjpbAiZfAhFh6eaeravbeeCaNiCiqgi.mp3,Prism (Original),6,"Case Study,Health & Beauty,Technology,Sci-Fi,Cinematic"
818,POLITIE_Wervingscampagne_EventHorizon_190125_LIB_LS.wav,https://betterproblems-production-originals.s3.amazonaws.com/POLITIE_Wervingscampagne_EventHorizon_190125_LIB_LS.wav,exagedeKh9bQeSbJgpbOfXcHjJfYg8cZ.mp3,Event Horizon (Original),6,"Sci-Fi,Technology,Cinematic"
819,17151441_Pepsi_ExpressionSeries_RippsRipper_MUS_170217_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151441_Pepsi_ExpressionSeries_RippsRipper_MUS_170217_WB.wav,gniLjwdFb1fpj9gvhhiNabc6bsi3fxcU.mp3,Ripps (Ripper),6,"Sports,Cars"
820,17151233_Magnolia_Intro_TogetherNow_170817_LIBRARY_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151233_Magnolia_Intro_TogetherNow_170817_LIBRARY_SC.wav,iocjdLechShOdObXjFgKdhdWgCjTj6.mp3,Intro (Together Now),6,Kids
821,1517 Ted.wav,https://betterproblems-production-originals.s3.amazonaws.com/1517+Ted.wav,dvajcggFeweyj4geaIeSg2hSi6cSeLd4.mp3,Ted (Original),6,"Magic & Fantasy,Cinematic"
822,NIM_HigherLimits_180621_LIB_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/NIM_HigherLimits_180621_LIB_DH.wav,c5aLh6apbicMenf1cMa6jAiid5ild6jy.mp3,Higher Limits (Original),6,"Swagger,Fashion"
823,Ben&Jerrys_NoWonder_TheScoop_221003_A#_76_4-4_DH_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Ben%26Jerrys_NoWonder_TheScoop_221003_A%23_76_4-4_DH_NXT.wav,fGded6fqdLatjFgoaCcPjOdQdhbmeIg3.mp3,The Scoop (Original),6,Kids
824,DCCC_DCCC_Trillium_Original_082712_Db_125_4-4_SC-WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/DCCC_DCCC_Trillium_Original_082712_Db_125_4-4_SC-WB_NXT.wav,cWikjbcAdVc5ekgxiYfMi9aMj8gbdRew.mp3,Trillium (Original),6,Pharma
825,Klick_Holiday_Lucia_201218_E_132:76_WBRW.wav,https://betterproblems-production-originals.s3.amazonaws.com/Klick_Holiday_Lucia_201218_E_132%3A76_WBRW.wav,ezahaQezfnbtc1axh6fUbGelhFaUbNbq.mp3,Lucia (Original),6,Christmas Time
826,1140 Array.wav,https://betterproblems-production-originals.s3.amazonaws.com/1140+Array.wav,f5dCisc9eObHgNd3eheIjScaaMcUcmh2.mp3,Array (Original),6,Technology
827,Pepsi_Black_TheFountainGods_NoWater_181022_LIB_WB_120.wav,https://betterproblems-production-originals.s3.amazonaws.com/Pepsi_Black_TheFountainGods_NoWater_181022_LIB_WB_120.wav,gvcKiSbCcEdKejc5dpcVatcPa4eradfm.mp3,The Fountain Gods (Without Water),6,"Cars,Sci-Fi,Swagger"
828,Lululemon_Thaw_191217_E_NA_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Lululemon_Thaw_191217_E_NA_SC.wav,bof9gsdgh6hXehdHb2bXjHahcof9gdbi.mp3,Thaw (Original),6,"Health & Beauty,Case Study,Technology"
829,Coke_Happiness(NeedsNameChange)_Vocals_072213.wav,https://betterproblems-production-originals.s3.amazonaws.com/Coke_Happiness%28NeedsNameChange%29_Vocals_072213.wav,hgfAfraUiofFjgeAfSa1ixh8dwfuiOfH.mp3,Happiness is Movement (Original),6,Comedy
830,LB_FIAT_Hub_ComunitaManifesto_Unity_Original_220629_C_90_4-4_PC_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/LB_FIAT_Hub_ComunitaManifesto_Unity_Original_220629_C_90_4-4_PC_NXT.wav,hUbjglaZhngFeCdzigivdibccefBfEjZ.mp3,Unity (Original),6,"Music as Background,Pharma,Case Study"
831,IDFA_FeelSomethingBeautiful_Pride_Original_200901_F_120_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/IDFA_FeelSomethingBeautiful_Pride_Original_200901_F_120_4-4_WB_NXT.wav,fNaOcpgwdMdNdweSd4etd7g2iGdSaeib.mp3,Pride (Original),6,"Music as Background,Cinematic,Sci-Fi"
832,17151066_Google_Express_Tricklings_MUS_170815_YE.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151066_Google_Express_Tricklings_MUS_170815_YE.wav,fjhSjjh6hmd8ioeQgwezeLhYbicGfmel.mp3,Tricklings (Original),6,Technology
833,CBS_LocalNewsStationRebrand_Inquire_Original_221222_G_120_4-4_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/CBS_LocalNewsStationRebrand_Inquire_Original_221222_G_120_4-4_BE.wav,cqhwdOdhj7i4frfBbHdYdjeGeffYateA.mp3,Inquire (Original),6,"Music as Background,Corporate Manifesto,Educational & Informative"
834,WOTC_FairytalesWithATwist_BiteSized_Original_230823_E_75_4-4_WG_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/WOTC_FairytalesWithATwist_BiteSized_Original_230823_E_75_4-4_WG_NXT.wav,hNhLjvdei6abcchgcKiFfKe4ggaicHdM.mp3,Bite Sized (Original),6,Magic & Fantasy
835,HUNKEMOLLER_Summer2020_Winner_210118_A_121_Duple_LB+JessieMoss.wav,https://betterproblems-production-originals.s3.amazonaws.com/HUNKEMOLLER_Summer2020_Winner_210118_A_121_Duple_LB%2BJessieMoss.wav,hWiXhGfzf8fohJc5g5drdejjb9dbbajO.mp3,Winner (Original),6,"Health & Beauty,Fashion,Swagger"
836,Google_Dyna_GlassMountains_200331_A_110_DH_EditC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_Dyna_GlassMountains_200331_A_110_DH_EditC.wav,gBapgselbEgEbHcgcfdLiJimdGdFcHiz.mp3,Glass Mountains (Op. C),6,"Whimsical & Quirky,Case Study,Kids"
837,17151159_HoneyMaid_Neighbors_InADream_160201_2p-01.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151159_HoneyMaid_Neighbors_InADream_160201_2p-01.wav,f2hYdMcoguaYjggwcdaraFfHgugOgvds.mp3,Dream (Short),6,Magic & Fantasy
838,622 Fanfares.wav,https://betterproblems-production-originals.s3.amazonaws.com/622+Fanfares.wav,dRbCikgLfybqd9iQiGaBaWdEj7a9gsiz.mp3,Fanfares (Original),6,Epic Heroes
839,Qualcomm_5G_Packets_181115_F#_120_SC.wav,https://betterproblems-production-originals.s3.amazonaws.com/Qualcomm_5G_Packets_181115_F%23_120_SC.wav,hFayalfpjzjUcObZfzbefbgbfkdscGeC.mp3,Packets (Original),6,"Technology,Health & Beauty,Case Study,Pharma"
840,UnitedAirlines_2020Olympics_HollaFame_NaokiIshizukaVocals_200501_Em_82_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/UnitedAirlines_2020Olympics_HollaFame_NaokiIshizukaVocals_200501_Em_82_DH.wav,bejujDcXiAgWcwi6fngdf5cXipgIgl.mp3,Holla Fame (Vocals),6,"Swagger,Sports"
841,1249 Disengage.wav,https://betterproblems-production-originals.s3.amazonaws.com/1249+Disengage.wav,fFgSh7csiihUgMidfic2focHdgdMcjjs.mp3,Disengage (Original),6,"Magic & Fantasy,Technology"
842,Clairol_ColorConfidence_SoaringOnWings_180410_LIB_ChristianLi.wav,https://betterproblems-production-originals.s3.amazonaws.com/Clairol_ColorConfidence_SoaringOnWings_180410_LIB_ChristianLi.wav,fHjihDhygnhrdcediLgvbGaObacdg9ce.mp3,Soaring On Wings (Original),6,"Drama,Pharma,Cinematic"
843,Vivo_Destrave_HomeSchooling_Discharge_Original_220207_Gm_110_4-4_LB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Vivo_Destrave_HomeSchooling_Discharge_Original_220207_Gm_110_4-4_LB_NXT.wav,bkh2hPibcMcahxaugYeYbQe2bdauehiP.mp3,Discharge (Corra Atras),6,Swagger
844,1233 Venizia.wav,https://betterproblems-production-originals.s3.amazonaws.com/1233+Venizia.wav,cVf2anbtfPijjki1baj5imhmiubnibcw.mp3,Venizia (Original),6,"Cinematic,Magic & Fantasy,Drama"
845,Kenvue_BrandFilm_FearlessArrivalFromTheBasement_230620_Ebm_120_4-4_YE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Kenvue_BrandFilm_FearlessArrivalFromTheBasement_230620_Ebm_120_4-4_YE_NXT.wav,cah3hNikbDeGjwjqhecVjefUjwcqdibv.mp3,Fearless Arrival (From The Basement),6,"Nostalgia Evoking,Swagger"
846,Kopenhagen_Pascoa_VideosDeFabrica_NatureDance_LB_Gm_3_4_162bpm_210621_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/Kopenhagen_Pascoa_VideosDeFabrica_NatureDance_LB_Gm_3_4_162bpm_210621_qt.wav,gJiTeUfTdigbcpjMfFdicAfreYabf4gQ.mp3,Nature Dance (Original),6,"Case Study,Health & Beauty,Technology"
847,17151018_Gillette_Moonraker_Drax_160502_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151018_Gillette_Moonraker_Drax_160502_qt.wav,eXbicwffc4ffbAhhbRdFc4gFj6iOj7jj.mp3,Drax (Original),6,"Chase & Action,Technology"
848,962 CristauxDeGlace.wav,https://betterproblems-production-originals.s3.amazonaws.com/962+CristauxDeGlace.wav,dXiVahbgiuiBiIjpgkgbfziBdngJjseZ.mp3,Cristaux De Glace (Original),6,"Cars,Technology,Drama,Case Study"
849,Nest_Helloween_EmmaO_JazzLiveRecord_181029_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Nest_Helloween_EmmaO_JazzLiveRecord_181029_LIB_WB.wav,ftjQgLcldnbUhscGe8gafzaAcGh2fghr.mp3,Emma O (Live Jazz),6,"Whimsical & Quirky,Kids,Magic & Fantasy"
850,BackMarket_TechReborn_ThirdHandBandit_Original_221108_A_160_4-4_BE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/BackMarket_TechReborn_ThirdHandBandit_Original_221108_A_160_4-4_BE_NXT.wav,ghcOfcdmejbBgFa9eef9fehKgjgOjxbd.mp3,Third Hand Bandit (Original),6,"Whimsical & Quirky,Adventure"
851,BP_ModernHipHop_Drosophylia_Original_230626_N:A_95_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/BP_ModernHipHop_Drosophylia_Original_230626_N%3AA_95_4-4_WB_NXT.wav,g3i6jPiij1jgbLbqg2dxg9dojgi8acfp.mp3,Drosophylia (Original),6,Swagger
852,OldNavy_YouVsMe_TheOtherSide_Vocals(MA)_200713_D_90_WB_(Similar beat to AnotherSide).wav,https://betterproblems-production-originals.s3.amazonaws.com/OldNavy_YouVsMe_TheOtherSide_Vocals%28MA%29_200713_D_90_WB_%28Similar+beat+to+AnotherSide%29.wav,hBdkdydqaEetfZegiOdujUjugygjcgfE.mp3,The Other Side (Vocals),6,"Music as Background,Swagger,Technology"
853,KPN_Jesse_Pride_SwanLake_ToughFairy_210114_G_65_Duple_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/KPN_Jesse_Pride_SwanLake_ToughFairy_210114_G_65_Duple_PB.wav,hCgzcOfZe3c2fEc7cdd8d2hOiBdYhdea.mp3,Dance of the Sugar Plumb Fairy (Duplicate),6,"Drama,Magic & Fantasy"
854,17151217_Magnolia_Instagram_IceBox_170811_LIBRARY_DH.wav,https://betterproblems-production-originals.s3.amazonaws.com/17151217_Magnolia_Instagram_IceBox_170811_LIBRARY_DH.wav,eneRera7jBg8j1jZjkeTgYgydFcdhRbW.mp3,Ice Box (Original),6,"Technology,Fashion,Swagger"
855,17150997_Gap_Water_NegativeSpace_MUS_160727_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/17150997_Gap_Water_NegativeSpace_MUS_160727_qt.wav,ezeufAbvb2eViafDeeicbxfwjraaergm.mp3,Negative Space (Original),6,"Kids,Babies,Whimsical & Quirky"
856,GITHUB_WhatisGITHUB_Snackoverflow_Original_221027_G_123_4-4_CVV_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/GITHUB_WhatisGITHUB_Snackoverflow_Original_221027_G_123_4-4_CVV_NXT.wav,fqjIghesgGi9bdjIe7hUgUeaftcae5hg.mp3,Snack Overflow (Original),6,"Technology,Adventure,Cinematic,Magic & Fantasy"
857,AFSP_BRASKEM_Recordes_Mus_WarOfHeaven_CUT05_180830_qt_VN.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_BRASKEM_Recordes_Mus_WarOfHeaven_CUT05_180830_qt_VN.wav,c8fyh1fRe5itgifNeZc5bvfuhgfYbYbG.mp3,War of Heaven (Original),6,"Cinematic,Drama,Epic Heroes,Trailer"
858,AFSP_LG_Cachorro_Mus_Tallulah_PC_191004_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_LG_Cachorro_Mus_Tallulah_PC_191004_qt.wav,gThbgffbd2hWiGawahjaifg5guimjBdj.mp3,Tallulah (Original),6,Kids
859,JoyFills_Joy_Jackpot_180816_LIB_PB.wav,https://betterproblems-production-originals.s3.amazonaws.com/JoyFills_Joy_Jackpot_180816_LIB_PB.wav,f7fZjmbIbHc1cdanhacRadf7cKcmauip.mp3,Jackpot (Original),6,"Health & Beauty,Technology,Kids"
860,Google_Dyna_GlassMountains_200331_A_110_DH_EditE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_Dyna_GlassMountains_200331_A_110_DH_EditE.wav,byaziGewjFelhmaZbYcwguagfNiLili5.mp3,Glass Mountains (Op. E),6,"Whimsical & Quirky,Case Study,Kids"
861,Enphase_SunShape_RaysCast_Original_YE_4-4_Ab_100bpm_NXT(YEVox).wav,https://betterproblems-production-originals.s3.amazonaws.com/Enphase_SunShape_RaysCast_Original_YE_4-4_Ab_100bpm_NXT%28YEVox%29.wav,cObEcfe1ilhyjsfLdDjugAjhg6d1aPjK.mp3,Rays Cast (Original),6,"Health & Beauty,Technology"
862,Skyrise_Cuadradera_Original_180724_LIB_WB.wav,https://betterproblems-production-originals.s3.amazonaws.com/Skyrise_Cuadradera_Original_180724_LIB_WB.wav,hbcrj9cAheangrbEfYfxdndaihb9d5dp.mp3,Cuadradera (Original),6,"Whimsical & Quirky,Case Study,Health & Beauty"
863,AFSP_19-3025_LIC_FIAT_GNV_HecticDrive_LB_190528_17h_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/AFSP_19-3025_LIC_FIAT_GNV_HecticDrive_LB_190528_17h_qt.wav,dYfncGg3gbj5jdaqbKe3eQgSgkefgfcv.mp3,Hectic Drive (Original),6,"Spy,Swagger,Fashion,Technology,Adventure"
864,Kenvue_SonicBranding_SeeSmarter_ElectricMix_230606_F#_92_4-4_LHS_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Kenvue_SonicBranding_SeeSmarter_ElectricMix_230606_F%23_92_4-4_LHS_NXT.wav,gwiub7jndVg9jViXjxjzeTauedicfXdf.mp3,See Smarter (Electric Mix),6,Technology
865,Sustagen_Kids_HappyWander_LB_E_4_4_132bpm_210716_qt.wav,https://betterproblems-production-originals.s3.amazonaws.com/Sustagen_Kids_HappyWander_LB_E_4_4_132bpm_210716_qt.wav,eUjTbgi5jVh4bPeRjocEalcBbkbYaIjt.mp3,Happy Wander (Original),6,"Sports,Cars,Technology,Kids"
866,Kenvue_BrandFilm_FourForces_230620_Bm_90_4-4_YE_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Kenvue_BrandFilm_FourForces_230620_Bm_90_4-4_YE_NXT.wav,iCj1ephAi9hOfZbqg1erdvdUcVgph2.mp3,Four Forces (Original),6,Swagger
867,Google_FiberQ4_QuBert_201116_Ab_100_BE.wav,https://betterproblems-production-originals.s3.amazonaws.com/Google_FiberQ4_QuBert_201116_Ab_100_BE.wav,cAeBfwdtbMe7iSbMhritaEcmcLcUiVhB.mp3,QuBert (Original),6,"Case Study,Health & Beauty,Technology"
