recording,audio_path,s3-key,temp
Deuces (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150748_Bridgespan_Health_Deuces_MUS_160915_qt.wav,17150748_Bridgespan_Health_Deuces_MUS_160915_qt.wav,18
Spanning Bridges (Electric Guitar),/home/pedro/dev/antfood/percussive-gen/data/audio/17150749_Bridgespan_Health_ElectricGuitar_MUS_160923_qt.wav,17150749_Bridgespan_Health_ElectricGuitar_MUS_160923_qt.wav,87
Spanning Bridges (Marimba),/home/pedro/dev/antfood/percussive-gen/data/audio/17150750_Bridgespan_Health_Marimba_MUS_160921_qt.wav,17150750_Bridgespan_Health_Marimba_MUS_160921_qt.wav,87
Plates Too Clean (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150752_Bridgespan_Health_PlatesTooClean_Perc_MUS_160915_qt.wav,17150752_Bridgespan_Health_PlatesTooClean_Perc_MUS_160915_qt.wav,35
An Apple A Day (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150754_BridgeSpan_NarrowingTheCrowd_AnAppleADay_MUS_160908_qt.wav,17150754_BridgeSpan_NarrowingTheCrowd_AnAppleADay_MUS_160908_qt.wav,85
Grenadier (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150755_BridgeSpan_NarrowingTheCrowd_Grenadier_MUS_160908_qt.wav,17150755_BridgeSpan_NarrowingTheCrowd_Grenadier_MUS_160908_qt.wav,32
Rhythm Doctor (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150756_BridgeSpan_NarrowingTheCrowd_RhythmDoctor_MUS_160908_qt.wav,17150756_BridgeSpan_NarrowingTheCrowd_RhythmDoctor_MUS_160908_qt.wav,39
Straits Too Lean (Bass),/home/pedro/dev/antfood/percussive-gen/data/audio/17150757_BridgeSpan_NarrowingTheCrowd_StraitsTooLeanBASS_MUS_160908_qt.wav,17150757_BridgeSpan_NarrowingTheCrowd_StraitsTooLeanBASS_MUS_160908_qt.wav,61
Straits Too Lean (Minimal),/home/pedro/dev/antfood/percussive-gen/data/audio/17150758_BridgeSpan_NarrowingTheCrowd_StraitsTooLeanPERC_MUS_160908_qt.wav,17150758_BridgeSpan_NarrowingTheCrowd_StraitsTooLeanPERC_MUS_160908_qt.wav,61
Pajé (Short),/home/pedro/dev/antfood/percussive-gen/data/audio/17150761_BriskMate_MUS_15_Paje_160203_qt.wav,17150761_BriskMate_MUS_15_Paje_160203_qt.wav,47
Pluvakak (15s),/home/pedro/dev/antfood/percussive-gen/data/audio/17150762_BriskMate_MUS_15_Pluvakak_160203_qt.wav,17150762_BriskMate_MUS_15_Pluvakak_160203_qt.wav,70
Ritual (15s),/home/pedro/dev/antfood/percussive-gen/data/audio/17150763_BriskMate_MUS_15_Ritual_160203_qt.wav,17150763_BriskMate_MUS_15_Ritual_160203_qt.wav,79
Looking Glass (Electro Hero),/home/pedro/dev/antfood/percussive-gen/data/audio/17150764_BriskMate_MUS_30_LookingGlass_160203_qt.wav,17150764_BriskMate_MUS_30_LookingGlass_160203_qt.wav,60
Pajé (30),/home/pedro/dev/antfood/percussive-gen/data/audio/17150765_BriskMate_MUS_30_Paje_160203_qt.wav,17150765_BriskMate_MUS_30_Paje_160203_qt.wav,34
Pluvakak (30s),/home/pedro/dev/antfood/percussive-gen/data/audio/17150766_BriskMate_MUS_30_Pluvakak_160203_qt.wav,17150766_BriskMate_MUS_30_Pluvakak_160203_qt.wav,70
Ritual (30s),/home/pedro/dev/antfood/percussive-gen/data/audio/17150767_BriskMate_MUS_30_Ritual_160203_qt.wav,17150767_BriskMate_MUS_30_Ritual_160203_qt.wav,79
Perro (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150772_Bud_LostDog_Perro_150113_qt.wav,17150772_Bud_LostDog_Perro_150113_qt.wav,82
Reynauld (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150773_Bud_LostDog_Reynauld_150113_qt.wav,17150773_Bud_LostDog_Reynauld_150113_qt.wav,15
Singol (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150774_Bud_LostDog_Singol_150113_qt.wav,17150774_Bud_LostDog_Singol_150113_qt.wav,45
Compass (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150775_BurtsBees_ForceOfNature_Compass_170710_LIBRARY_DH.wav,17150775_BurtsBees_ForceOfNature_Compass_170710_LIBRARY_DH.wav,85
Krudo (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150776_BurtsBees_ForceOfNature_Krudo_170710_LIBRARY_PSB.wav,17150776_BurtsBees_ForceOfNature_Krudo_170710_LIBRARY_PSB.wav,15
Bernie (20s),/home/pedro/dev/antfood/percussive-gen/data/audio/17150777_BurtsBees_Uncap_ENG_20_Splits_MUS_Bernie_151021_qt.wav,17150777_BurtsBees_Uncap_ENG_20_Splits_MUS_Bernie_151021_qt.wav,85
Bernie (30s),/home/pedro/dev/antfood/percussive-gen/data/audio/17150778_BurtsBees_Uncap_ENG_30_Splits_MUS_Bernie_151021_qt.wav,17150778_BurtsBees_Uncap_ENG_30_Splits_MUS_Bernie_151021_qt.wav,85
Fofa (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150779_CANON_Orchard_Fofa_140513_qt.wav,17150779_CANON_Orchard_Fofa_140513_qt.wav,89
Sandbar (Alt),/home/pedro/dev/antfood/percussive-gen/data/audio/17150785_Casper_IndustryChange_Sandbar_MUS_160405_qt.wav,17150785_Casper_IndustryChange_Sandbar_MUS_160405_qt.wav,40
Don Giorgio (15s),/home/pedro/dev/antfood/percussive-gen/data/audio/17150788_Casper_OppositesAttract_DonGiorgio_MUS_160524_qt.wav,17150788_Casper_OppositesAttract_DonGiorgio_MUS_160524_qt.wav,68
Carneiros (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150793_Casper_SleepBetter_Carneiros.wav,17150793_Casper_SleepBetter_Carneiros.wav,57
Don Giorgio (30s),/home/pedro/dev/antfood/percussive-gen/data/audio/17150795_Casper_SleepBetter_DonGiorgio.wav,17150795_Casper_SleepBetter_DonGiorgio.wav,68
Graze (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150798_Casper_SleepBetter_Graze.wav,17150798_Casper_SleepBetter_Graze.wav,79
Hummus Party (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150799_Casper_SleepBetter_HummusParty.wav,17150799_Casper_SleepBetter_HummusParty.wav,85
Sandbar (Original Version),/home/pedro/dev/antfood/percussive-gen/data/audio/17150804_Casper_SleepBetter_Sandbar.wav,17150804_Casper_SleepBetter_Sandbar.wav,40
Styx (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150806_Casper_SleepBetter_Styx.wav,17150806_Casper_SleepBetter_Styx.wav,87
The Letter (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150807_Casper_SleepBetter_TheLetter.wav,17150807_Casper_SleepBetter_TheLetter.wav,87
Tungsten (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150809_Casper_SleepBetter_Tungsten.wav,17150809_Casper_SleepBetter_Tungsten.wav,76
Vulcan (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150810_Casper_SleepBetter_Vulcan.wav,17150810_Casper_SleepBetter_Vulcan.wav,76
Wrinkles (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150811_Casper_SleepBetter_Wrinkles.wav,17150811_Casper_SleepBetter_Wrinkles.wav,59
Yearbook (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150812_Casper_SleepBetter_Yearbook.wav,17150812_Casper_SleepBetter_Yearbook.wav,87
Cotton Candy Time (Short Mix),/home/pedro/dev/antfood/percussive-gen/data/audio/17150814_CCT_clip1_160624_qt.wav,17150814_CCT_clip1_160624_qt.wav,85
Midtown East (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150815_CharlieRose_MidtownEast_MUS_160901_qt.wav,17150815_CharlieRose_MidtownEast_MUS_160901_qt.wav,85
Pinkertons (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150816_CharlieRose_Pinkertons_MUS_160902_qt_LIBEDIT_FixedEnding_MIA_190701.wav,17150816_CharlieRose_Pinkertons_MUS_160902_qt_LIBEDIT_FixedEnding_MIA_190701.wav,85
Theme Revamp (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150817_CharlieRose_ThemeRevamp_MUS_160902_qt.wav,17150817_CharlieRose_ThemeRevamp_MUS_160902_qt.wav,85
Top Hat (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150818_CharlieRose_TopHat_MUS_160527_qt.wav,17150818_CharlieRose_TopHat_MUS_160527_qt.wav,85
Warm Lights (Extended Theme),/home/pedro/dev/antfood/percussive-gen/data/audio/17150819_CharlieRose_Warmlights_MUS_160902_qt.wav,17150819_CharlieRose_Warmlights_MUS_160902_qt.wav,83
Symmetry (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150821_Charter_Spectrum_Teaser_Symmetry_131118_qt.wav,17150821_Charter_Spectrum_Teaser_Symmetry_131118_qt.wav,52
Advice (Extended I),/home/pedro/dev/antfood/percussive-gen/data/audio/17150827_CognizantA_GAP_Advice_MUS_131126_qt.wav,17150827_CognizantA_GAP_Advice_MUS_131126_qt.wav,72
Advice (Extended II),/home/pedro/dev/antfood/percussive-gen/data/audio/17150829_CognizantC_GAP_Advice_MUS_131204_qt.wav,17150829_CognizantC_GAP_Advice_MUS_131204_qt.wav,72
Pelican (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150830_Converse_JusticeLeague_Pelican_170821_YE.wav,17150830_Converse_JusticeLeague_Pelican_170821_YE.wav,41
Rebar (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150831_Converse_JusticeLeague_Rebar_170821_LIBRARY_SC.wav,17150831_Converse_JusticeLeague_Rebar_170821_LIBRARY_SC.wav,37
Steppenwolf (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150832_Converse_JusticeLeague_Steppenwolf_170821_PSB.wav,17150832_Converse_JusticeLeague_Steppenwolf_170821_PSB.wav,77
Super Duper  Friends (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150833_Converse_JusticeLeague_Superfriends_170821_LIBRARY_SC.wav,17150833_Converse_JusticeLeague_Superfriends_170821_LIBRARY_SC.wav,78
Tandem Ski (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150834_Converse_JusticeLeague_TandemSki_-1dbfs_170907_YE.wav,17150834_Converse_JusticeLeague_TandemSki_-1dbfs_170907_YE.wav,65
Wheeler (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150835_Converse_JusticeLeague_Wheeler_170821_LIBRARY_SC.wav,17150835_Converse_JusticeLeague_Wheeler_170821_LIBRARY_SC.wav,56
All Carrot No Stick (Bb),/home/pedro/dev/antfood/percussive-gen/data/audio/Converse_LTR_AllCarrotNoStick_Bb_4-4_80.wav,Converse_LTR_AllCarrotNoStick_Bb_4-4_80.wav,39
Drop It (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150837_Converse_LTR_DropIt_LIB_170717-01.wav,17150837_Converse_LTR_DropIt_LIB_170717-01.wav,85
Dr Spaceman (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150838_Converse_LTR_DrSpaceman_LIB_170724.wav,17150838_Converse_LTR_DrSpaceman_LIB_170724.wav,15
Fibula (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150839_Converse_LTR_Fibula_LIB_170717.wav,17150839_Converse_LTR_Fibula_LIB_170717.wav,63
Get Acme Bro (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150840_Converse_LTR_GetAcmeBro_LIB_170717.wav,17150840_Converse_LTR_GetAcmeBro_LIB_170717.wav,34
Space Podiatrist (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150841_Converse_LTR_SpacePodiatrist_LIB_170724.wav,17150841_Converse_LTR_SpacePodiatrist_LIB_170724.wav,38
Squeak Out (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150842_Converse_LTR_SqueakOut_LIB_170724.wav,17150842_Converse_LTR_SqueakOut_LIB_170724.wav,37
Succotashtic (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150843_Converse_LTR_Succotashtic_LIB_170717.wav,17150843_Converse_LTR_Succotashtic_LIB_170717.wav,62
Where Are Your Manners ((Fancy Ghost Remix)),/home/pedro/dev/antfood/percussive-gen/data/audio/17150844_Converse_LTR_WhereAreYourManners_LIB_170717.wav,17150844_Converse_LTR_WhereAreYourManners_LIB_170717.wav,23
Classy Piano (A Minor),/home/pedro/dev/antfood/percussive-gen/data/audio/17150846_Corian_ClassyPiano_Aminor_170901_LIBRARY_DH.wav,17150846_Corian_ClassyPiano_Aminor_170901_LIBRARY_DH.wav,44
On A Mission (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150848_Corian_OnAMission_170905_LIBRARY_WB.wav,17150848_Corian_OnAMission_170905_LIBRARY_WB.wav,60
Polymer (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150849_Corian_Polymer_170717_LIBRARY_SC.wav,17150849_Corian_Polymer_170717_LIBRARY_SC.wav,55
Polymer (Synth Bass),/home/pedro/dev/antfood/percussive-gen/data/audio/17150850_Corian_Polymer_SynthBass_170717_LIBRARY_SC.wav,17150850_Corian_Polymer_SynthBass_170717_LIBRARY_SC.wav,75
Algodão (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150851_Cotton_Algodao_151030_qt.wav,17150851_Cotton_Algodao_151030_qt.wav,85
Mrs Hartford (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150852_Cotton_MrsHartford_151030_qt.wav,17150852_Cotton_MrsHartford_151030_qt.wav,54
Not A Joke (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150854_Cotton_NotAJoke_151030_qt.wav,17150854_Cotton_NotAJoke_151030_qt.wav,43
Lamp (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150858_Cree_Hands_15_Lamp_MUS_160411_qt.wav,17150858_Cree_Hands_15_Lamp_MUS_160411_qt.wav,85
Blue Dress (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150861_Damas_Sama_BlueDress_160426_qt.wav,17150861_Damas_Sama_BlueDress_160426_qt.wav,79
Harford (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150863_Damas_Sama_Harford_160426_qt.wav,17150863_Damas_Sama_Harford_160426_qt.wav,81
Librarian (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150864_Damas_Sama_Librarian_160426_qt.wav,17150864_Damas_Sama_Librarian_160426_qt.wav,69
Raskin (Bigger Mix),/home/pedro/dev/antfood/percussive-gen/data/audio/17150865_Damas_Sama_RaskinB_160520_qt.wav,17150865_Damas_Sama_RaskinB_160520_qt.wav,28
Raskin (Drama),/home/pedro/dev/antfood/percussive-gen/data/audio/17150866_Damas_Sama_RaskinA_1604326_qt.wav,17150866_Damas_Sama_RaskinA_1604326_qt.wav,32
Rhea (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150867_Damas_Sama_Rhea_1604326_qt.wav,17150867_Damas_Sama_Rhea_1604326_qt.wav,40
Slow On (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150868_Damas_Sama_SlowOn_160426_qt.wav,17150868_Damas_Sama_SlowOn_160426_qt.wav,33
Velvet Undertones (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150869_Damas_Sama_Velvet_160426_qt.wav,17150869_Damas_Sama_Velvet_160426_qt.wav,49
Cerberus (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150871_DB_Cerebrus_DC_MUS_170803_qt.wav,17150871_DB_Cerebrus_DC_MUS_170803_qt.wav,32
Air Tight (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150872_DEW_LabelVR_Airtight_ForLibrary_170123_qt.wav,17150872_DEW_LabelVR_Airtight_ForLibrary_170123_qt.wav,10
Ill Wave (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150873_DEW_LabelVR_IllWave_170113_qt.wav,17150873_DEW_LabelVR_IllWave_170113_qt.wav,82
Perrier (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150875_DEW_LabelVR_Perrier_170113_qt.wav,17150875_DEW_LabelVR_Perrier_170113_qt.wav,62
Shims (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150876_Dramamine_GiftOfFlight_Shims_150805_qt.wav,17150876_Dramamine_GiftOfFlight_Shims_150805_qt.wav,62
Bellowgust (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150879_DrPepper_Cymatic_Bellowgust_170614_LIBRARY_YE.wav,17150879_DrPepper_Cymatic_Bellowgust_170614_LIBRARY_YE.wav,35
Grandchamp (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150880_DrPepper_Cymatic_Grandchamp_170614.1_PSB.aif,17150880_DrPepper_Cymatic_Grandchamp_170614.1_PSB.aif,28
Ice Pack (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150882_DrPepper_Cymatic_IcePack_170614_LIBRARY_SC.wav,17150882_DrPepper_Cymatic_IcePack_170614_LIBRARY_SC.wav,66
Peter Piper (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150883_DrPepper_Cymatic_PeterPiper_170614_LIBRARY_SC.wav,17150883_DrPepper_Cymatic_PeterPiper_170614_LIBRARY_SC.wav,71
Wall Ball (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150885_DrPepper_Cymatic_WallBall_170825_LIBRARY_SC.wav,17150885_DrPepper_Cymatic_WallBall_170825_LIBRARY_SC.wav,73
Chispa (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150886_DrPepper_Sights_Chispa_170831_LIBRARY_DH.wav,17150886_DrPepper_Sights_Chispa_170831_LIBRARY_DH.wav,63
Elote (Fast),/home/pedro/dev/antfood/percussive-gen/data/audio/17150887_DrPepper_Sights_EloteFAST_170614_LIBRARY_DH.wav,17150887_DrPepper_Sights_EloteFAST_170614_LIBRARY_DH.wav,63
Elote (Slow),/home/pedro/dev/antfood/percussive-gen/data/audio/17150888_DrPepper_Sights_EloteSlow_170831_LIBRARY_DH.wav,17150888_DrPepper_Sights_EloteSlow_170831_LIBRARY_DH.wav,63
Prune Swoon (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150889_DrPepper_Sights_PruneSwoon_170614_LIBRARY_SC.wav,17150889_DrPepper_Sights_PruneSwoon_170614_LIBRARY_SC.wav,82
Fidget (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150893_Ebay_BTS_Fidget_MUS_170707_qt.wav,17150893_Ebay_BTS_Fidget_MUS_170707_qt.wav,57
Free Life (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150895_EsteeLauder_NewDimensions_Freelife_MUS_150608_qt.wav,17150895_EsteeLauder_NewDimensions_Freelife_MUS_150608_qt.wav,85
Batata Baroa (Vocal),/home/pedro/dev/antfood/percussive-gen/data/audio/17150896_EuroWax_Manifesto_BatataBaroa_112013_qt.wav,17150896_EuroWax_Manifesto_BatataBaroa_112013_qt.wav,63
Batata Baroa (Instrumental),/home/pedro/dev/antfood/percussive-gen/data/audio/17150897_EuroWax_Manifesto_BatataBaroa_Instrumental_112013_qt.wav,17150897_EuroWax_Manifesto_BatataBaroa_Instrumental_112013_qt.wav,63
Sol (Instrumental),/home/pedro/dev/antfood/percussive-gen/data/audio/17150899_EuroWax_Manifesto_Sol_Instrumental_112013_qt.wav,17150899_EuroWax_Manifesto_Sol_Instrumental_112013_qt.wav,82
Higher Ground (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150900_Experian_Bridge_HigherGround_OP1_082713_7PM_qt.wav,17150900_Experian_Bridge_HigherGround_OP1_082713_7PM_qt.wav,51
Las Canarias (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150901_Experian_Bridge_LasCanarias_MUSOnly_083013_qt_LIBEDIT_FixedEnding_MIA_190701.wav,17150901_Experian_Bridge_LasCanarias_MUSOnly_083013_qt_LIBEDIT_FixedEnding_MIA_190701.wav,21
Brinquedo (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150903_Exxon_Petrochemicals_Brinquedo_141216_qt.wav,17150903_Exxon_Petrochemicals_Brinquedo_141216_qt.wav,85
Ipixe (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150904_Exxon_Petrochemicals_Ipixe_141216_qt.wav,17150904_Exxon_Petrochemicals_Ipixe_141216_qt.wav,85
Walden (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150905_Exxon_Petrochemicals_Walden_141216_qt-1.wav,17150905_Exxon_Petrochemicals_Walden_141216_qt-1.wav,85
Obsessiv Attraction (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150910_F5_ObsessivAttraction_MusSplit_150409_qt.wav,17150910_F5_ObsessivAttraction_MusSplit_150409_qt.wav,85
Bookworm (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150918_Facebook_Groups_Education_Bookworm_MUS_160516_qt.wav,17150918_Facebook_Groups_Education_Bookworm_MUS_160516_qt.wav,64
You Name It (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150919_Facebook_Groups_Education_MUS_160524_qt.wav,17150919_Facebook_Groups_Education_MUS_160524_qt.wav,86
Head Notes (Beat),/home/pedro/dev/antfood/percussive-gen/data/audio/17150924_Facebook_Groups_HeadNotes_Beat1_170802_qt.wav,17150924_Facebook_Groups_HeadNotes_Beat1_170802_qt.wav,73
Beat2Continental (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150925_Facebook_Groups_HeadNotes_Beat2Continental_170802_qt.wav,17150925_Facebook_Groups_HeadNotes_Beat2Continental_170802_qt.wav,85
Blues Clues Guitar (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150926_Facebook_Groups_HeadNotes_Beat2DIStrat_170802_qt.wav,17150926_Facebook_Groups_HeadNotes_Beat2DIStrat_170802_qt.wav,85
Slippery Soap (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150928_Facebook_Groups_HeadNotes_Op1_170802_qt.wav,17150928_Facebook_Groups_HeadNotes_Op1_170802_qt.wav,62
Felt Friends (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150929_Facebook_Groups_HeadNotes_Op1_MUS_160422_qt.wav,17150929_Facebook_Groups_HeadNotes_Op1_MUS_160422_qt.wav,85
Uke Shake (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150931_Facebook_Groups_HeadNotes_UkeShake_170802_qt.wav,17150931_Facebook_Groups_HeadNotes_UkeShake_170802_qt.wav,78
Jumpin Jehoshaphat (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150936_Facebook_Groups_PipeWords_JumpinJehoshaphat_160502_qt.wav,17150936_Facebook_Groups_PipeWords_JumpinJehoshaphat_160502_qt.wav,57
Seesaw (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150937_Facebook_Groups_Seesaw_MUS_160614_qt.wav,17150937_Facebook_Groups_Seesaw_MUS_160614_qt.wav,85
Dr Crane (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150938_Facebook_Groups_Seesaw_OpA_MUS_160607_qt.wav,17150938_Facebook_Groups_Seesaw_OpA_MUS_160607_qt.wav,85
Leeves (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150940_Facebook_Groups_Seesaw_OpC_MUS_160607_qt.wav,17150940_Facebook_Groups_Seesaw_OpC_MUS_160607_qt.wav,79
Gumball (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150941_Facebook_Groups_SentaiParents_MUS_160426.1_qt.aif,17150941_Facebook_Groups_SentaiParents_MUS_160426.1_qt.aif,64
Miss Mary Gold (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150946_Facebook_Groups_Snowball_MUS_OpA_160607_qt.wav,17150946_Facebook_Groups_Snowball_MUS_OpA_160607_qt.wav,85
Mr Morty Silver (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150947_Facebook_Groups_Snowball_MUS_OpB_160607_qt.wav,17150947_Facebook_Groups_Snowball_MUS_OpB_160607_qt.wav,85
Trampoline (A),/home/pedro/dev/antfood/percussive-gen/data/audio/17150952_Facebook_Groups_Trampoline_MUS_160516_qt.wav,17150952_Facebook_Groups_Trampoline_MUS_160516_qt.wav,71
Trampoline (B),/home/pedro/dev/antfood/percussive-gen/data/audio/17150953_Facebook_Groups_Trampoline_Op1_MUS_160513_qt.wav,17150953_Facebook_Groups_Trampoline_Op1_MUS_160513_qt.wav,71
Tossed Salad and Scrambled Eggs (Short),/home/pedro/dev/antfood/percussive-gen/data/audio/17150954_Facebook_Groups_Transporter_MUS_160606_qt.wav,17150954_Facebook_Groups_Transporter_MUS_160606_qt.wav,85
Vivaldimort (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150955_Facebook_Groups_Transporter_MUS_OpA_160601_qt.wav,17150955_Facebook_Groups_Transporter_MUS_OpA_160601_qt.wav,64
Old York Old York (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150956_Facebook_Groups_Transporter_MUS_OpB_160601_qt.wav,17150956_Facebook_Groups_Transporter_MUS_OpB_160601_qt.wav,80
Tossed Salad and Scrambled Eggs (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150961_Facebook_GroupsReel_Transporter_MUS_160804_qt.wav,17150961_Facebook_GroupsReel_Transporter_MUS_160804_qt.wav,85
How I Met Your (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150962_Facebook_Messenger_Dinner_MUS_HowIMetYour_160831_qt.wav,17150962_Facebook_Messenger_Dinner_MUS_HowIMetYour_160831_qt.wav,86
Caret (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150963_Facebook_Reactions_Caret_151218_qt.wav,17150963_Facebook_Reactions_Caret_151218_qt.wav,85
Carousel (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150964_Facebook_Reactions_Carousel_151218_qt.wav,17150964_Facebook_Reactions_Carousel_151218_qt.wav,85
Garments (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150968_Facebook_Reactions_Garments_MUS_151218_qt.wav,17150968_Facebook_Reactions_Garments_MUS_151218_qt.wav,83
Pep (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150970_Facebook_Reactions_Pep_MUS_151220_qt.wav,17150970_Facebook_Reactions_Pep_MUS_151220_qt.wav,85
Simple Life (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150972_Facebook_Reactions_SimpleLife_MUS_151218_qt.wav,17150972_Facebook_Reactions_SimpleLife_MUS_151218_qt.wav,68
Trench (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150974_Facebook_Reactions_Trench_MUS_151222_qt.wav,17150974_Facebook_Reactions_Trench_MUS_151222_qt.wav,58
Zany Brains (Charged Mix),/home/pedro/dev/antfood/percussive-gen/data/audio/17150975_FamilyChannel_CHRGD_ZanyBrains_MUS_30_150603_qt.wav,17150975_FamilyChannel_CHRGD_ZanyBrains_MUS_30_150603_qt.wav,45
Vaneer (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150976_FamilyJr_LogoResolve_Vaneer_150603_qt.wav,17150976_FamilyJr_LogoResolve_Vaneer_150603_qt.wav,37
Stay Puft (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150977_FamilyJr_Next_Staypuft_150603_qt.wav,17150977_FamilyJr_Next_Staypuft_150603_qt.wav,36
Bañana (Original),/home/pedro/dev/antfood/percussive-gen/data/audio/17150978_FamilyJr_Tomorrow_Banana_150603_qt.wav,17150978_FamilyJr_Tomorrow_Banana_150603_qt.wav,18
